Denominazione,Sensori,Coordinate
H2 - Borgo Grotta Gigante,"Temperatura, Pioggia","13° 45' 52.92'' E, 45° 42' 34.20'' N"
H4 - Borgo Grotta Gigante,"Tensione Batteria, Umidità, Pressione, Bagnatura fogliare, Temperatura, Pioggia, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","13° 45' 52.92'' E, 45° 42' 34.20'' N"
PCIV - Prosecco,"Umidità, Umidità suolo 10cm, Umidità suolo 20cm, Umidità suolo 40cm, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","13° 45' 24.01'' E, 45° 42' 14.00'' N"
H4 - Sgonico,"Umidità, Pressione, Bagnatura fogliare, Temperatura, Pioggia, Temperatura al suolo, Temperatura a 50 cm, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento a 2 m (intensità), Vento raffica (direzione), Vento raffica (intensità), Temperatura sotto suolo (10cm)","13° 44' 35.88'' E, 45° 44' 20.04'' N"
