Denominazione,Sensori,Coordinate
H4 - Chievolis,"Temperatura, Pioggia, Radiazione solare","12° 44' 03.12'' E, 46° 15' 16.20'' N"
PCIV - Ca' Zul Invaso,"Temperatura, Pioggia","12° 42' 58.00'' E, 46° 17' 31.99'' N"
PCIV - Rest,"Umidità, Temperatura, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 48' 07.99'' E, 46° 21' 06.98'' N"
PCIV - Malga Rest,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 47' 53.99'' E, 46° 20' 53.02'' N"
PCIV - Tramonti Invaso,"Temperatura, Pioggia","12° 45' 01.01'' E, 46° 14' 25.98'' N"
PCIV - Ca' Selva Invaso,"Temperatura, Pioggia","12° 42' 02.02'' E, 46° 15' 31.00'' N"
