Denominazione,Indirizzo,Coordinate
001 - Parcheggio SCUOLA SECONDARIA,Remanzacco - Capoluogo - Via Stringher,"13° 19' 05.82'' E, 46° 05' 08.08'' N"
002 - Area verde VIA MICHELINI,Remanzacco - Capoluogo - Via Michelini - via Pellis,"13° 19' 34.59'' E, 46° 05' 11.49'' N"
003 - Area verde VIA PIRONA,Remanzacco - via Pirona,"13° 19' 33.60'' E, 46° 05' 27.24'' N"
004 - SEDE A.N.A.,Remanzacco - Case del Malina,"13° 20' 01.64'' E, 46° 05' 10.25'' N"
005 - Parcheggio VIA TREPPO,Capoluogo - Vicolo Italico - Via Treppo,"13° 19' 27.79'' E, 46° 05' 04.94'' N"
008 - Area verde VIA B. BLACEO,Capoluogo - Via B. Blaceo,"13° 19' 10.37'' E, 46° 04' 59.16'' N"
009 - Area verde RAGAPARK,Remanzacco - Via Braidotti,"13° 19' 33.31'' E, 46° 04' 49.36'' N"
010 - ZIRACCO OVEST,fr. Ziracco - via Monte Nero ,"13° 20' 17.52'' E, 46° 06' 43.62'' N"
011 - ZIRACCO CENTRO,fr. Ziracco - via Cividale / Via Stradoni,"13° 20' 31.96'' E, 46° 06' 38.97'' N"
012 - ZIRACCO EST,fr. Ziracco - via Cividale,"13° 21' 00.06'' E, 46° 06' 43.24'' N"
013 - SELVIS,Centro abitato di Selvis - Via della Chiesa,"13° 19' 15.63'' E, 46° 04' 11.64'' N"
014 - FORNASILLA,loc. Fornasilla - Strada di Oselin ,"13° 18' 29.48'' E, 46° 04' 12.51'' N"
015 - CASALI BATTIFERRO DI SOTTO,Casali Battiferro di Sotto - Casali Battiferro di Sotto,"13° 19' 44.35'' E, 46° 04' 17.35'' N"
016 - ORZANO CENTRO,fr. Orzano - Via Moimacco,"13° 20' 39.56'' E, 46° 04' 07.67'' N"
017 - ORZANO SUD,fr. Orzano - via Buttrio,"13° 20' 33.42'' E, 46° 03' 48.04'' N"
018 - CERNEGLONS NORD,fr. Cerneglons - via Monte Matajur,"13° 18' 40.41'' E, 46° 03' 15.13'' N"
019 - CERNEGLONS SUD,fr. Cerneglons - via Pradamano - via Manzanesia,"13° 18' 33.80'' E, 46° 03' 02.43'' N"
