Denominazione,Indirizzo,Coordinate
001 - Clavais,Clavais - Via Clavais,"12° 52' 44.04'' E, 46° 29' 53.88'' N"
002 - Liariis,Liariis - ,"12° 52' 30.75'' E, 46° 29' 21.29'' N"
004 - Luincis,Luincis - ,"12° 51' 38.49'' E, 46° 30' 07.52'' N"
005 - Ovasta,Ovasta - Via Ovasta,"12° 51' 01.73'' E, 46° 29' 50.29'' N"
006 -  Luint,Luint - ,"12° 51' 22.81'' E, 46° 29' 09.79'' N"
007 - Mione,Mione - ,"12° 51' 17.79'' E, 46° 28' 39.36'' N"
008 - Cella,Cella - ,"12° 51' 47.06'' E, 46° 28' 37.31'' N"
009 - Agrons,Agrons - ,"12° 51' 52.46'' E, 46° 28' 19.10'' N"
010 -  Muina,Muina - ,"12° 51' 57.27'' E, 46° 27' 28.99'' N"
011 - Cludinico,Cludinico - Via Cludinico,"12° 52' 52.30'' E, 46° 27' 23.11'' N"
012 - Cercenat,Cercenat,"12° 51' 48.62'' E, 46° 27' 14.76'' N"
013 -  Villa Corva,Villa Corva,"12° 51' 58.87'' E, 46° 27' 37.34'' N"
014 - Ovaro sud,Ovaro,"12° 52' 06.36'' E, 46° 28' 46.71'' N"
015 - Ovaro centro,Ovaro,"12° 51' 58.66'' E, 46° 28' 59.96'' N"
016 -  Braida,Braida,"12° 52' 28.54'' E, 46° 30' 13.10'' N"
017 - Chialina,Chialina,"12° 52' 02.17'' E, 46° 29' 21.30'' N"
018 -  Baus,Baus,"12° 51' 57.69'' E, 46° 29' 56.35'' N"
019 - Patossera,Patossera,"12° 51' 31.73'' E, 46° 30' 22.00'' N"
020 -  Entrampo,Entrampo,"12° 51' 33.68'' E, 46° 30' 35.31'' N"
021 -  Lenzone,Lenzone,"12° 52' 17.66'' E, 46° 29' 08.83'' N"
