Denominazione,Indirizzo,Coordinate
001 - Parcheggio Area Cimitero Fauglis,Gonars- Fauglis - SP 80,"13° 15' 24.04'' E, 45° 53' 20.89'' N"
002 - Campo Sportivo di Fauglis,Gonars- Fauglis - via Felettis,"13° 15' 46.22'' E, 45° 53' 38.06'' N"
003 - Campo Sportivo di Ontagnano,Ontagnano - via San Martino,"13° 16' 23.29'' E, 45° 54' 05.16'' N"
004 - Area esterna chiesetta Bordiga,Bordiga - Via Modonna della Salute,"13° 16' 17.56'' E, 45° 52' 39.29'' N"
005 - area via Gorizia,Gonars - via Gorizia,"13° 14' 25.47'' E, 45° 53' 56.55'' N"
006 - area esterna scuola materna - Gonars,Gonars - via Molini,"13° 13' 45.17'' E, 45° 53' 43.00'' N"
007 - Parco giochi via Modotti incrocio SP 65,Gonars - Incrocio via Modotti via Trieste,"13° 14' 47.06'' E, 45° 53' 37.15'' N"
008 - Parco Pandolfi - Piazzale degli Alpini,Gonars - Piazzale degli Alpini,"13° 14' 05.90'' E, 45° 53' 44.12'' N"
009 - Nuovo parcheggio cimitero Gonars,Gonars - via Monte Grappa - piazzale Mario Cordaro,"13° 13' 58.87'' E, 45° 54' 06.19'' N"
010 - Area verde laterale a via Aquileia - via Braide,Fauglis - via Braide,"13° 15' 53.55'' E, 45° 53' 19.10'' N"
011 - Ontagnano - Parco via Palmanova,Ontagnano - via Palmanova - parco urbano,"13° 16' 36.01'' E, 45° 54' 01.63'' N"
