Denominazione,Indirizzo,Coordinate
001 - SCUOLA DELL'INFANZIA MONUMENTO AI CADUTI,Maniago - Via Dante 14,"12° 42' 21.47'' E, 46° 10' 01.97'' N"
002 - SCUOLA DELL'INFANZIA GIOVANNI XIII,Campagna - Via Pocioi 8,"12° 44' 49.69'' E, 46° 08' 53.96'' N"
003 - SCUOLA DELL'INFANZIA DI FRATTA,Maniago - Via Rosa Brustolo Antonio 22,"12° 42' 48.52'' E, 46° 10' 39.06'' N"
004 - SCUOLA DELL'INFANZIA DI VIA CAMPAGNA,Maniago - Via Campagna 50,"12° 42' 54.57'' E, 46° 10' 04.48'' N"
005 - SCUOLA SECONDARIA DI 2° GRADO L. ZANUSSI,Maniago - Via Udine 7,"12° 42' 08.76'' E, 46° 09' 31.55'' N"
007 - SCUOLA PRIMARIA ALESSANDRO MANZONI,Maniago libera - Via Vespucci 4,"12° 41' 29.78'' E, 46° 09' 46.70'' N"
008 - SCUOLA SECONDARIA DI 1° GRADO GUGLIEMO MARCONI,Maniago - Via Dante 39,"12° 42' 27.12'' E, 46° 10' 00.45'' N"
009 - SCUOLA SECONDARIA DI 2° GRADO EVANGELISTA TORRICELLI,Maniago - Via Udine 12,"12° 42' 11.74'' E, 46° 09' 33.46'' N"
010 - SCUOLA SECONDARIA DI 2° GRADO L. ZANUSSI,Maniago - Via Udine 12,"12° 42' 08.64'' E, 46° 09' 36.88'' N"
013 - SCUOLA PRIMARIA DANTE ALIGHIERI,Maniago - Via Dante Alighieri 48,"12° 42' 21.55'' E, 46° 10' 04.44'' N"
014 - SCUOLA PRIMARIA DANTE ALIGHIERI,Maniago - Via Vittorio Giurin,"12° 42' 21.01'' E, 46° 10' 01.55'' N"
015 - SCUOLA PARIMARIA CAMPAGNA - S. GIOVANNI BOSCO,Maniago - fraz. Campagna - Via dei Venier 17,"12° 44' 47.06'' E, 46° 08' 54.60'' N"
016 - SCUOLA DELL'INFANZIA PARITARIA GIANNINO PIAZZA,Maniagolibero - Via Dalmazia 49,"12° 41' 14.97'' E, 46° 09' 40.79'' N"
017 - CENTRO DI FORMAZIONE PROFESSIONALE IAL FVG,Maniago zona industriale - Via Venezia 18/c,"12° 42' 56.16'' E, 46° 09' 04.89'' N"
