Denominazione,Indirizzo,Coordinate
003 - CENTRO COMUNITARIO MANIAGOLIBERO - AREA SPORTIVA,Maniagolibero - via Dalmazia,"12° 41' 12.25'' E, 46° 09' 36.18'' N"
004 - PARCHEGGIO VIA DALMAZIA,Maniagolibero - via Dalmazia,"12° 41' 09.24'' E, 46° 09' 49.77'' N"
005 - PARCHEGGIO VIA CENTIS,Maniagolibero - via Centis,"12° 41' 16.77'' E, 46° 09' 47.99'' N"
006 - PARCHEGGIO CENTIS VERSO AREA VERDE ,Maniagolibero - via Centis,"12° 41' 24.07'' E, 46° 09' 50.12'' N"
008 - PARCHEGGIO VIA DEGLI EROI,Maniago - via Degli Eroi,"12° 42' 11.41'' E, 46° 09' 58.49'' N"
009 - PARCHEGGIO VIA DON BOSCO,Maniago - via Don Bosco,"12° 42' 05.77'' E, 46° 09' 55.39'' N"
010 - PARCHEGGIO SCUOLE MEDIE,"Maniago - via Dante Alighieri, 39","12° 42' 26.20'' E, 46° 09' 57.96'' N"
011 - Parcheggio Ex Consorzio,Maniago - via Vittorio Emanuele,"12° 42' 36.84'' E, 46° 10' 12.49'' N"
012 - CENTA DEI CONTI,Maniago - via Castello,"12° 42' 23.02'' E, 46° 10' 21.90'' N"
013 - EX FILANDA,"Maniago - via Battiferri, 1","12° 42' 40.75'' E, 46° 10' 34.78'' N"
015 - PARCHEGGIO SCUOLA MATERNA FRATTA,Fratta di Maniago - via Rosa Brustolo Ovest,"12° 42' 48.25'' E, 46° 10' 40.34'' N"
016 - PARROCCHIA S.ANTONIO ABATE,"Fratta di Maniago - via San Antonio, 21-25","12° 43' 24.82'' E, 46° 10' 38.24'' N"
017 - PARCHEGGIO SCUOLE SUD FERROVIA,Maniago - sud ferrovia - via Campagna,"12° 42' 56.35'' E, 46° 10' 04.24'' N"
018 - AREA VIOLIS,Maniago - sud ferrovia - via Polcenigo,"12° 43' 11.49'' E, 46° 09' 49.52'' N"
019 - AREA VERDE VIA CATERINA PERCOTO,Maniago - sud ferrovia - via Caterina Percoto,"12° 42' 36.67'' E, 46° 09' 47.17'' N"
020 - PARCHEGGIO SCUOLE SUPERIORI TORRICELLI,"Maniago - sud ferrovia - Via Udine, 7","12° 42' 14.35'' E, 46° 09' 35.80'' N"
021 - Parcheggio Poste Campagna,Campagna di Maniago - via Dei Venier,"12° 44' 46.23'' E, 46° 08' 58.23'' N"
022 - CENTRO SERVIZI DANDOLO,"Dandolo di Maniago - via Vivarina, 25","12° 44' 55.23'' E, 46° 06' 16.67'' N"
023 - Parcheggio Cimitero capoluogo,Maniago - Via Regina Elena / V.le della Vittoria,"12° 42' 36.83'' E, 46° 10' 05.78'' N"
026 - Area verde Via di Prampero,Maniagolibero - Via di Prampero,"12° 41' 35.19'' E, 46° 09' 38.13'' N"
030 - Parcheggio Mensa NIP,"Zona industriale del Consorzio N.I.P. - via Venezia, 18","12° 43' 00.08'' E, 46° 09' 05.05'' N"
031 - Parcheggio ZML,"Zona industriale del Consorzio N.I.P. - viale Dell'Industria, 10","12° 43' 42.24'' E, 46° 08' 57.52'' N"
032 - Parcheggio Via Violis,"Zona industriale comunale - via Violis, 27","12° 43' 25.35'' E, 46° 09' 34.22'' N"
