Denominazione,Indirizzo,Coordinate
002 - EX VALICO CONFINARIO PESEK,SAN DORLIGO DELLA VALLE - DOLINA - PESEK,"13° 54' 07.14'' E, 45° 37' 26.41'' N"
003 - PARCO COMMEMORATIVO - SPOMENIŠKI PARK,SAN DORLIGO DELLA VALLE - DOLINA - DOLINA,"13° 51' 21.61'' E, 45° 36' 24.55'' N"
004 - PIAZZA DRAGA,SAN DORLIGO DELLA VALLE - DOLINA - DRAGA,"13° 53' 20.68'' E, 45° 37' 12.99'' N"
005 - SAN LORENZO - JEZERO,SAN DORLIGO DELLA VALLE - DOLINA - SAN LORENZO - JEZERO,"13° 52' 15.18'' E, 45° 37' 35.57'' N"
"006 - AREA ATTREZZATA ""HRIBENCA""",SAN DORLIGO DELLA VALLE - DOLINA - MOCCO' - ZABREŽEC,"13° 51' 37.01'' E, 45° 37' 17.93'' N"
007 - PIAZZA SAN GIUSEPPE DELLA CHIUSA - RICMANJE,SAN DORLIGO DELLA VALLE - DOLINA - SAN GIUSEPPE DELLA CHIUSA - RICMANJE,"13° 50' 31.35'' E, 45° 37' 39.38'' N"
008 - COMPRENSORIO SCUOLE DOMIO - DOMJO,"SAN DORLIGO DELLA VALLE - DOLINA - DOMIO - DOMJO, 72","13° 49' 41.01'' E, 45° 36' 51.87'' N"
009 - CENTRO CULTURALE FRANCE PREŠEREN - BAGNOLI DELLA ROSANDRA - BOLJUNEC,"SAN DORLIGO DELLA VALLE - DOLINA - BAGNOLI DELLA ROSANDRA - BOLJUNEC, 507","13° 51' 29.50'' E, 45° 36' 43.81'' N"
010 - CARESANA - MAČKOLJE,SAN DORLIGO DELLA VALLE - DOLINA - CARESANA - MAČKOLJE,"13° 50' 10.11'' E, 45° 35' 35.77'' N"
012 - PIAZZA PRESSO MONUMENTO PREBENICO - PREBENEG,SAN DORLIGO DELLA VALLE - DOLINA - PREBENICO - PREBENEG,"13° 50' 56.96'' E, 45° 35' 17.83'' N"
013 - PARCHEGGIO PARCO GIOCHI AQUILINIA - ŽAVLJE,SAN DORLIGO DELLA VALLE - DOLINA - AQUILINIA - ŽAVLJE,"13° 48' 47.58'' E, 45° 36' 21.07'' N"
014 - PIAZZA CROCIATA - KRIŽPOT,SAN DORLIGO DELLA VALLE - DOLINA - CROCIATA - KRIŽPOT - Ex valico confinario,"13° 50' 18.62'' E, 45° 34' 57.91'' N"
015 - AREA ATTREZZATA COMUNALE MATTONAIA - KRMENKA,SAN DORLIGO DELLA VALLE - DOLINA (TS) - MATTONAIA - KRMENKA,"13° 50' 11.78'' E, 45° 36' 23.34'' N"
