Denominazione,Indirizzo,Coordinate
001 - SCUOLA PRIMARIA UMBERTO PACIFICO,Bagnoli della Rosandra - Località Bagnoli della Rosandra 473,"13° 51' 30.28'' E, 45° 36' 46.15'' N"
002 - SCUOLA PRIMARIA ANNA FRANK,Domio - Località Domio 72,"13° 49' 41.61'' E, 45° 36' 52.08'' N"
003 - SCUOLA PRIMARIA UMBERTO PACIFICO,San Dorligo della Valle - Dolina - Dolina 419,"13° 51' 25.44'' E, 45° 36' 09.21'' N"
004 - SCUOLA PRIMARIA Prežihov Voranc  - L.INS.SLOVENA ,Dolina - Dolina 419,"13° 51' 26.21'' E, 45° 36' 09.10'' N"
005 - SC.PRIMARIA F.VENTURINI - L.INS.SLOV.,S. Antonio in Bosco - Località S. Antonio in Bosco 101,"13° 51' 30.17'' E, 45° 37' 25.97'' N"
006 - SCUOLA PRIMARIA TRINKO  ZAMEJSKI - L.INS.SLOVENA,San Giuseppe della Chiusa - Località San Giuseppe della Chiusa 144,"13° 50' 21.99'' E, 45° 37' 29.18'' N"
007 - SCUOLA PRIMARIA UMBERTO PACIFICO,Bagnoli della Rosandra - Località Bagnoli della Rosandra 311,"13° 51' 27.06'' E, 45° 36' 52.37'' N"
008 - SC.PRIMARIA  F.VENTURINI - L. INS.SLOV,Bagnoli della Rosandra - Località Bagnoli della Rosandra 210,"13° 51' 28.54'' E, 45° 36' 50.22'' N"
009 - SC.SECONDARIA DI 1° GRADO FULVIO TOMIZZA,Domio - Località Domio 190,"13° 49' 43.51'' E, 45° 36' 51.81'' N"
010 - SC.SECONDARIA 1° GRADO S.GREGORCIC - L. INS.SLOV,San Dorligo della Valle - Dolina - Dolina 210,"13° 51' 25.13'' E, 45° 36' 04.33'' N"
011 - SCUOLA DELL'INFANZIA DI DOLINA,Dolina - Località Dolina 200,"13° 51' 20.09'' E, 45° 36' 10.70'' N"
012 - SC.SECONDARIA DI 1° GRADO FULVIO TOMIZZA,Domio - Località Domio 220,"13° 49' 41.87'' E, 45° 36' 50.82'' N"
013 - SCUOLA DELL'INFANZIA DI DOMIO,Domio - Località Domio 72,"13° 49' 42.39'' E, 45° 36' 52.48'' N"
014 - SCUOLA DELL'INFANZIA DI BAGNOLI,Bagnoli della Rosandra - Località Bagnoli della Rosandra 473,"13° 51' 30.94'' E, 45° 36' 46.02'' N"
015 - ASILO NIDO COMUNALE,Dolina - ,"13° 51' 20.73'' E, 45° 36' 10.53'' N"
016 - ASILO NIDO PRIVATO LA COCCINELLA D'ORO,Mattonaia - Krmenka - Mattonaia 464,"13° 50' 06.47'' E, 45° 36' 24.40'' N"
