Denominazione,Indirizzo,Coordinate
001 - Parco degli Armeni,pasian di prato - Via Naroncis,"13° 11' 27.41'' E, 46° 03' 15.57'' N"
003 - Parco Residenza Azzurro,Passons - via villalta e via principale,"13° 11' 24.56'' E, 46° 04' 08.33'' N"
004 - Campo sportivo di Colloredo ,Colloredo di Prato - SP 52 Via D' Antoni,"13° 09' 21.91'' E, 46° 03' 12.93'' N"
005 - Piazza San Giovanni Bosco,Santa Caterina - Piazza San Giovanni Bosco,"13° 11' 50.44'' E, 46° 02' 46.23'' N"
006 - Parco Molino dei Palma  - Via sterp,Pasian di Prato - Via Sterp,"13° 11' 06.43'' E, 46° 02' 54.19'' N"
007 - Parcheggio Cimitero Passons,Passons - Via Cimitero,"13° 11' 33.95'' E, 46° 04' 21.07'' N"
008 - Parcheggio p.zza Rodari,Colloredo di Prato - Piazza Rodari,"13° 08' 42.98'' E, 46° 03' 05.31'' N"
009 - Parcheggio Cooperativa Colloredo di Prato,Colloredo di Prato - Via di Sotto,"13° 08' 42.19'' E, 46° 03' 00.69'' N"
010 - Parco Via Novara,Santa caterina - Via Novara,"13° 11' 54.59'' E, 46° 02' 54.20'' N"
011 - Parco Via Foscolo - Pasiano,Passons - Via Pasiano,"13° 11' 17.42'' E, 46° 03' 49.77'' N"
012 - Area verde via Gemona,Pasian di Prato - via Gemona,"13° 11' 15.46'' E, 46° 04' 26.82'' N"
013 - Parcheggio via Julia,Pasian di Prato - via Julia,"13° 11' 18.12'' E, 46° 04' 17.46'' N"
014 - Parco via Trieste,Pasian di Prato - via Trieste,"13° 11' 48.89'' E, 46° 03' 06.39'' N"
016 - Parcheggio Municipio,Pasian di Prato - via Roma,"13° 11' 27.26'' E, 46° 02' 57.50'' N"
017 - Parco via Vicenza,Pasian di Prato - via Vicenza,"13° 11' 13.90'' E, 46° 02' 42.47'' N"
018 -  Scuole Elementari,Colloredo di Prato - via Udine,"13° 08' 31.72'' E, 46° 03' 03.58'' N"
019 - Area sulla curva di via Variano,Colloredo di Prato - via Variano,"13° 08' 23.88'' E, 46° 02' 53.84'' N"
020 - Parcheggio Ditta  Eurospin,Passons - via Spilimbergo,"13° 11' 18.83'' E, 46° 04' 34.11'' N"
021 - Piazza Bonavilla,Bonavilla - Piazza Mons. Valentino Rizzi,"13° 10' 06.19'' E, 46° 03' 44.28'' N"
022 - Parcheggio via del Forno,Colloredo di Prato - via Del Forno,"13° 08' 07.05'' E, 46° 02' 56.88'' N"
023 - Parcheggio via Martignacco,Colloredo di Prato - via Martignacco,"13° 08' 31.99'' E, 46° 03' 05.47'' N"
024 - Parcheggio angolo via Spilimbergo - Via Dante,Passons - via Dante,"13° 11' 31.92'' E, 46° 04' 27.58'' N"
025 - Parcheggio area Ex Latteria,Passons - via Dante,"13° 11' 25.34'' E, 46° 04' 15.87'' N"
026 - Parcheggio via Martiri delle Foibe,Passons - via Foibe,"13° 11' 12.34'' E, 46° 04' 15.18'' N"
027 - Incrocio Via Nievo Via Modolet,Passons - via Modolet,"13° 11' 41.41'' E, 46° 04' 00.06'' N"
028 - Parcheggio Ditta Codutti,Passons - via Bonavilla,"13° 11' 00.65'' E, 46° 04' 04.06'' N"
029 - Parcheggio Piazza Matteotti,Pasian di Prato,"13° 11' 14.47'' E, 46° 03' 02.43'' N"
030 - Parcheggio via Beorchia,Pasian di Prato - via Beorchia,"13° 11' 45.15'' E, 46° 02' 49.93'' N"
031 - Parcheggio via Puccini,Pasian di Prato - via Puccini,"13° 11' 33.94'' E, 46° 02' 47.64'' N"
032 - Parcheggio via Bonanni,Pasian di Prato - via Bonanni,"13° 11' 23.15'' E, 46° 02' 56.45'' N"
033 - Parcheggio via Bergamo,Paisn di Prato - via Bergamo,"13° 11' 49.62'' E, 46° 03' 00.01'' N"
034 - Parcheggio Via Torino,Pasian di Prato - via Torino,"13° 11' 40.73'' E, 46° 02' 56.86'' N"
035 - Parcheggio via Torino angolo Via Novara,Pasian di Prato - via Torino,"13° 12' 00.15'' E, 46° 02' 57.73'' N"
036 - Parcheggio Cimitero,Pasian di Prato - via Colloredo,"13° 10' 54.40'' E, 46° 03' 01.63'' N"
037 - Parcheggio via Colombo,Pasian di Prato - via Colombo,"13° 11' 11.77'' E, 46° 02' 34.22'' N"
