Denominazione,Indirizzo,Coordinate
001 - Parcheggio scuola Colugna,Colugna - via Battisti,"13° 11' 58.83'' E, 46° 05' 33.04'' N"
002 - Parco Feletto,Feletto Umberto - via Mazzini,"13° 12' 48.18'' E, 46° 06' 05.30'' N"
004 - Piazza Molin Nuovo,Molin Nuovo - via Cividina,"13° 14' 14.21'' E, 46° 06' 00.83'' N"
005 - Parcheggio palestra Cavalicco,Cavalicco - via San Bernardo,"13° 14' 18.77'' E, 46° 06' 40.04'' N"
006 - Parcheggio Bocciodromo,Tavagnacco - via della Madonnina,"13° 13' 05.54'' E, 46° 07' 39.76'' N"
007 - Centro Civico Branco,Branco - via San Francesco,"13° 12' 37.23'' E, 46° 06' 58.80'' N"
008 - Parcheggio Via della Chiesa,Adegliacco - Via della Chiesa ,"13° 14' 03.22'' E, 46° 06' 55.28'' N"
009 - Parcheggio piscina comunale,Feletto Umberto di Tavagnacco - Via Bolzano,"13° 12' 51.25'' E, 46° 06' 33.61'' N"
010 - Parcheggio comunale Via IV Novembre,Feletto Umberto di Tavagnacco - Via IV Novembre,"13° 13' 01.55'' E, 46° 06' 02.62'' N"
011 - Campo Via E. Fermi,Feletto Umberto di Tavagnacco - Via E. Fermi,"13° 13' 10.56'' E, 46° 06' 20.63'' N"
012 - Parcheggio cimitero Feletto,Feletto Umberto di Tavagnacco - Via Colugna,"13° 12' 32.05'' E, 46° 05' 52.55'' N"
013 - Area Viale San Daniele,Udine - Viale San Daniele,"13° 12' 34.76'' E, 46° 05' 15.41'' N"
014 - Parcheggio poste Via Dante,Cavalicco - Via Dante,"13° 14' 03.54'' E, 46° 06' 34.49'' N"
015 - Campo Via S. Gottardo,Adegliacco - Via S. Gottardo,"13° 14' 32.52'' E, 46° 07' 03.31'' N"
016 - Parcheggio Via Roma,Branco - Via Roma,"13° 12' 34.42'' E, 46° 06' 57.07'' N"
