Denominazione,Sensori,Coordinate
PCIV - Adegliacco,Pioggia,"13° 13' 44.00'' E, 46° 06' 55.01'' N"
PCIV - Tavagnacco,Idrometro,"13° 12' 16.99'' E, 46° 07' 41.99'' N"
