Denominazione,Indirizzo,Coordinate
001 - VIA PRATO - FRAZIONE SAN GIORGIO,"FRAZIONE SAN GIORGIO - VIA PRATO, SNC","13° 17' 14.99'' E, 46° 22' 39.40'' N"
002 - VIA CAMPAGNA - SAN GIORGIO,FRAZIONE SAN GIORGIO - VIA CAMPAGNA - FRAZIONE SAN GIORGIO,"13° 17' 00.66'' E, 46° 22' 45.00'' N"
004 - Parcheggio loc. Lipovaz - frazione Prato,Prato - VIA SAN GIORGIO - FRAZIONE PRATO,"13° 18' 11.82'' E, 46° 22' 27.08'' N"
007 - Lischiazze,loc. Lischiazze - loc. Lischiazze,"13° 17' 40.26'' E, 46° 21' 18.62'' N"
008 - LOC. GOST,LOC. GOST - LOC. GOST,"13° 17' 24.72'' E, 46° 21' 50.69'' N"
009 - Villaggio Lario,FRAZIONE OSEACCO - FRAZIONE OSEACCO VIA DEL LARIO,"13° 18' 56.09'' E, 46° 21' 38.18'' N"
010 - PIAZZALE DUL,FRAZIONE OSEACCO - PIAZZALE DUL,"13° 18' 48.67'' E, 46° 21' 48.12'' N"
011 - LOC. ZAMLIN,LOC. ZAMLIN - LOC. ZAMLIN,"13° 19' 46.46'' E, 46° 21' 50.61'' N"
012 - VIA UDINE (PIAZZA DELL'ARROTINO), FRAZIONE STOLVIZZA - PIAZZA DELL'ARROTINO ,"13° 21' 02.93'' E, 46° 21' 47.32'' N"
014 - Via Coritis,VICINANZE MONUMENTO AI CADUTI - VIA CORITIS - FRAZIONE STOLVIZZA,"13° 21' 14.26'' E, 46° 21' 38.13'' N"
015 - via rastie,Via rastie presso baita degli alpini - VIA RASTIE - FRAZIONE STOLVIZZA,"13° 21' 25.29'' E, 46° 21' 39.33'' N"
018 - coritis,FRAZIONE CORITIS - LOC. CORITIS,"13° 23' 38.52'' E, 46° 20' 53.18'' N"
019 - VIA G. MICELLI,LOC. POCLANAZ - VIA G. MICELLI SNC,"13° 16' 16.55'' E, 46° 22' 43.60'' N"
020 - VIA TAMOR,FRAZIONE UCCEA - VIA TAMOR,"13° 24' 00.62'' E, 46° 18' 23.45'' N"
021 - area attesa piazza,frazione gniva - incrocio via carnizza/via pizzigoni,"13° 18' 06.79'' E, 46° 22' 05.48'' N"
023 - VIA CRISAZE,FRAZIONE PRATO - VIA CRISAZE,"13° 18' 33.80'' E, 46° 22' 23.35'' N"
