Denominazione,Indirizzo,Coordinate
001 - Parcheggio via Peresson Fraz. Piano,Piano d'Arta - via Peresson,"13° 01' 08.51'' E, 46° 29' 01.15'' N"
002 - Piazza Roma Arta Cap,Arta Terme - Piazza Roma,"13° 01' 26.29'' E, 46° 28' 24.29'' N"
003 - Parcheggio Via Salano Fraz. Piano,Piano d'Arta -  Via Salano,"13° 01' 05.37'' E, 46° 29' 12.17'' N"
004 - Area campetto Cedarchis,Cedarchis - Frazione Cedarchis,"13° 02' 07.41'' E, 46° 27' 27.41'' N"
005 - Parcheggio Frazione Piedim,Piedim - Frazione Piedim,"13° 03' 54.86'' E, 46° 28' 14.65'' N"
006 - Parcheggio campo sportivo Loc. Lavoreit,Lavoreit - Frazione Piedim loc. Lavoreit,"13° 04' 24.45'' E, 46° 28' 24.76'' N"
007 - Parcheggio Val Fraz. Lovea,Val - Frazione Lovea,"13° 05' 51.88'' E, 46° 28' 51.21'' N"
008 - Rosa dei Venti intersezione con la S.P. 40 ,Rosa dei Venti - Località Rosa dei Venti Frazione Valle ,"13° 05' 15.18'' E, 46° 28' 58.73'' N"
009 - Piazzetta degli arbitri Fraz. Valle,Bivio Valle - Frazione Valle,"13° 04' 52.43'' E, 46° 29' 04.16'' N"
010 - Area privata Fraz. Rivalpo,Rivalpo - Frazione Rivalpo - strada per chiesa di S. Martino,"13° 04' 36.14'' E, 46° 29' 00.63'' N"
011 - Piazza ingresso Frazione Cabia,Monumento caduti Cabia - Frazione Cabia,"13° 02' 11.88'' E, 46° 27' 55.57'' N"
012 - Parco Rimembranza Fraz. Avosacco,Avosacco - Via Nazionale Avosacco,"13° 01' 17.53'' E, 46° 28' 34.11'' N"
013 - Bivio strada per Rinch loc. Plan di Coces,Plan di Coces - Frazione Piedim  Loc. Plan di Coces,"13° 04' 34.91'' E, 46° 27' 54.71'' N"
014 - Area Case Bombardier Via Carducci ,Avosacco - Via Carducci,"13° 01' 20.13'' E, 46° 28' 34.61'' N"
