Denominazione,Indirizzo,Coordinate
001 - Ricreatorio parrocchiale,San Pier d'Isonzo - via Roma 34,"13° 27' 37.86'' E, 45° 50' 45.19'' N"
002 - Area attesa Cassegliano,San Pier d'Isonzo - via Diaz,"13° 26' 50.59'' E, 45° 50' 28.95'' N"
003 - Area attesa San Zanut,san zanut - via san zanut,"13° 28' 10.71'' E, 45° 50' 04.61'' N"
004 - Area attesa Zanolla,San Pier d'Isonzo - Via Zanolla 1,"13° 27' 43.15'' E, 45° 50' 51.08'' N"
005 - Area attesa parcheggio Gramsci,San Pier d'Isonzo - C3/Nuovo parcheggio,"13° 27' 31.31'' E, 45° 50' 46.48'' N"
006 - 006 - Area attesa Piazza donatori di sangue,San Pier d'Isonzo - Piazza Donatori di Sangue,"13° 27' 32.85'' E, 45° 50' 53.32'' N"
007 - San Pier - Via Dante,SAN PIER D'ISONZO - VIA DANTE,"13° 27' 47.07'' E, 45° 50' 34.04'' N"
008 - Via II giugno,SAN PIER D'ISONZO - VIA DUE GIUGNO,"13° 28' 11.48'' E, 45° 50' 40.70'' N"
009 - Basegliano,SAN PIER D'ISONZO - VIA AQUILEIA,"13° 26' 23.72'' E, 45° 50' 24.14'' N"
010 - viale Verdi,SAN PIER D'ISONZO - VIALE VERDI,"13° 27' 48.03'' E, 45° 50' 51.37'' N"
