Denominazione,Indirizzo,Coordinate
001 - Centro sociale Gradisca,Gradisca di Spilimbergo - via Vodice,"12° 53' 51.96'' E, 46° 04' 19.34'' N"
002 - Gradisca,Gradisca di Spilimbergo - via della Fattoria,"12° 53' 56.79'' E, 46° 05' 03.87'' N"
003 - parcheggio Barbeano,Barbeano - piazza martiri del lavoro,"12° 52' 09.21'' E, 46° 05' 09.00'' N"
004 - Campo sportivo Tauriano,Tauriano - via Libroia,"12° 51' 55.84'' E, 46° 06' 28.85'' N"
005 - Centro sportivo Istrago,Istrago  - via Cadorna,"12° 52' 56.85'' E, 46° 07' 24.44'' N"
006 - via Beato angelico,Vacile - via Beato Angelico,"12° 53' 33.50'' E, 46° 08' 22.65'' N"
007 - parcheggio ristorante Gaio,Gaio - via Valeriano,"12° 54' 13.83'' E, 46° 08' 25.38'' N"
008 - Piazza Baseglia,Baseglia - piazza monte Ortigara,"12° 54' 02.90'' E, 46° 07' 48.42'' N"
009 - Zona PEEP,Spilimbergo zona nord - via Filanda vecchia,"12° 54' 12.05'' E, 46° 07' 12.20'' N"
010 - Parco Don Bortolussi,Spilimbergo  - Via Corridoni,"12° 54' 02.63'' E, 46° 06' 51.88'' N"
011 - area terminal 2,Spilimbergo  - Via Mazzini,"12° 54' 02.32'' E, 46° 06' 30.78'' N"
012 - Lottizazione Barbeano 1,Spilimbergo  - via Dalmazia,"12° 53' 53.59'' E, 46° 06' 23.26'' N"
013 - parcheggio via Santa Chiara,Spilimbergo  - via santa Chiara,"12° 54' 07.99'' E, 46° 06' 16.91'' N"
014 - piazzetta via Michelangelo,Spilimbergo  - via Michelangelo,"12° 53' 35.67'' E, 46° 06' 54.21'' N"
015 - Campetto sportivo Favorita Sud,Spilimbergo  - via delle Querce,"12° 53' 08.40'' E, 46° 06' 36.38'' N"
016 - Casa dello Studente,Spilimbergo  - via Udine,"12° 54' 17.65'' E, 46° 06' 32.44'' N"
017 - piazza Largo Osoppo,Spilimbergo  - largo Osoppo,"12° 53' 38.49'' E, 46° 06' 32.76'' N"
018 - via Monte Santo,Gradisca  - via Monte Santo,"12° 54' 14.48'' E, 46° 04' 22.26'' N"
019 - via Provesano,Gradisca - via Provesano,"12° 53' 47.15'' E, 46° 04' 28.95'' N"
020 - Piazzale ex distributore,Borgo Navarons - via Borgo Navarons,"12° 54' 02.64'' E, 46° 05' 45.96'' N"
021 - via San Pietro,Spilimbergo - via san Pietro,"12° 54' 13.10'' E, 46° 06' 05.78'' N"
022 - Piazza Duomo,Spilimbergo - Piazza Duomo,"12° 54' 17.10'' E, 46° 06' 37.72'' N"
023 - Parco villa Businello,Spilimbergo - via Mazzini,"12° 54' 04.28'' E, 46° 06' 34.76'' N"
024 - Parcheggio FS,Spilimbergo - via Barbeano,"12° 53' 54.05'' E, 46° 06' 33.75'' N"
025 - Parcheggio Fenati,Spilimbergo - via Campo Sportivo,"12° 54' 11.79'' E, 46° 06' 46.15'' N"
026 - via Cavour ex FS,Spilimbergo - via Cavour,"12° 53' 52.22'' E, 46° 06' 41.18'' N"
027 - Centro Commerciale ,Spilimbergo - via Cavour,"12° 53' 21.71'' E, 46° 06' 38.42'' N"
028 - città Giardino,Spilimbergo - via Maniago,"12° 53' 47.74'' E, 46° 07' 02.66'' N"
029 - via San Marco,Gaio - via San marco,"12° 54' 36.67'' E, 46° 08' 25.23'' N"
030 - via Pertraca,Vacile - via Petrarca,"12° 53' 05.76'' E, 46° 08' 17.90'' N"
031 - via Sequals,Istrago - via Sequals,"12° 52' 36.87'' E, 46° 07' 35.27'' N"
032 - via della Fornace,Tauriano - via della Fornace,"12° 52' 09.53'' E, 46° 06' 42.70'' N"
033 - via Cav. di Saluzzo,Tauriano - via Cav. di Saluzzo,"12° 52' 08.58'' E, 46° 06' 27.04'' N"
034 - via San Giovanni,Tauriano - via San Giovanni,"12° 52' 06.67'' E, 46° 06' 16.81'' N"
035 - via San Giorgio,Tauriano - via San Giorgio,"12° 51' 49.94'' E, 46° 06' 08.28'' N"
036 - via Hermada,Barbeano - via Hermada,"12° 52' 08.90'' E, 46° 05' 37.19'' N"
037 - Barbeano Nord,Barbeano - ,"12° 52' 05.46'' E, 46° 05' 20.54'' N"
038 - via Bozzer,Barbeano - via Bozzer,"12° 52' 17.86'' E, 46° 04' 56.67'' N"
