Denominazione,Indirizzo,Coordinate
002 - via San Giorgio parcheggio davanti chiesa,BISTRIGNA - VIA SAN GIORGIO,"13° 30' 11.77'' E, 45° 47' 40.63'' N"
012 - via Magnani ,STARANZANO - VIA MAGNANI,"13° 30' 35.88'' E, 45° 48' 05.72'' N"
021 - via Pertini,STARANZANO - VIA PERTINI,"13° 30' 30.60'' E, 45° 48' 15.70'' N"
029 - via Sauro,STARANZANO - VIA SAURO 36,"13° 30' 03.27'' E, 45° 48' 10.83'' N"
033 - via M.L.King,STARANZANO - VIA M.L.KING,"13° 29' 59.96'' E, 45° 47' 55.63'' N"
034 - via Montes,STARANZANO - VIA MONTES 8,"13° 30' 14.96'' E, 45° 48' 03.74'' N"
038 - via F.lli Fontanot,STARANZANO - VIA F.LLI FONTANOT 12-26,"13° 29' 59.22'' E, 45° 48' 13.07'' N"
041 - piazza Risiera San Sabba,STARANZANO - PIAZZA RISIERA SAN SABBA,"13° 30' 07.29'' E, 45° 48' 16.54'' N"
042 - via F.lli Fontanot banca,STARANZANO - VIA F.LLI FONTANOT,"13° 30' 16.75'' E, 45° 48' 20.89'' N"
050 - via De Amicis parcheggio cimitero,STARANZANO - VIA DE AMICIS,"13° 29' 54.36'' E, 45° 48' 29.51'' N"
051 - via Corbatto,STARANZANO - VIA CORBATTO,"13° 29' 37.85'' E, 45° 48' 26.85'' N"
054 - strada delle Acacie Bocciodromo parcheggio,STARANZANO - STRADA DELLA ACACIE ,"13° 29' 23.10'' E, 45° 48' 27.74'' N"
055 - via Pesaro,STARANZANO - VIA PESARO,"13° 29' 26.89'' E, 45° 48' 13.88'' N"
056 - via Vittorio Veneto,DOBBIA - VIA VITTORIO VENETO,"13° 28' 56.11'' E, 45° 48' 44.42'' N"
062 - giardino Piazzale Donatori di Sangue,STARANZANO - PIAZZALE DONATORI DI SANGUE,"13° 29' 59.85'' E, 45° 48' 06.21'' N"
073 - giardino via 2 giugno,STARANZANO - VIA 2 GIUGNO,"13° 30' 04.18'' E, 45° 48' 30.31'' N"
076 - via De Sica,STARANZANO - VIA DE SICA,"13° 30' 45.20'' E, 45° 48' 17.23'' N"
080 - via Valent,VILLA RASPA - VIA VALENT,"13° 30' 56.30'' E, 45° 48' 18.22'' N"
