Denominazione,Indirizzo,Coordinate
001 - Area Attesa Z.I.P.R.,San Vito al Tagliamento - Via Forgaria,"12° 52' 51.25'' E, 45° 56' 40.88'' N"
008 - Parcheggio Via Martiri della Libertà,San Vito al Tagliamento - Via Martiri della Libertà,"12° 51' 19.11'' E, 45° 55' 07.24'' N"
009 - Parcheggio Palazzetto dello Sport,Ligugnana - Via Trieste,"12° 52' 16.85'' E, 45° 54' 56.37'' N"
011 - Parcheggio  Via Paulet,Ligugnana - Via Paulet,"12° 51' 58.56'' E, 45° 54' 44.76'' N"
014 - Parco e Parcheggio via Boreana,Boreana - Via Boreana,"12° 51' 20.52'' E, 45° 55' 26.35'' N"
015 - Parcheggio Piazzale Del Tiglio,Savorgnano - Piazzale del Tiglio,"12° 51' 00.61'' E, 45° 53' 41.65'' N"
017 - Parchetto Monumento Scout,San Vito al Tagliamento - Via De Gasperi e Via Toneai,"12° 51' 50.68'' E, 45° 55' 15.14'' N"
018 - Parcheggio via Manfrin,San Vito al Tagliamento - Via Manfrin ,"12° 51' 17.66'' E, 45° 54' 50.60'' N"
020 - Parcheggio via Tonelli,Ligugnana - Via Tonelli,"12° 52' 40.93'' E, 45° 54' 55.37'' N"
022 - Parcheggio via San Francesco,San Vito al Tagliamento - Via San Francesco,"12° 51' 45.26'' E, 45° 54' 52.11'' N"
024 - Parcheggio via San Paolo e via Bando,Carbona - Via San Paolo e via Bando,"12° 55' 09.67'' E, 45° 53' 21.07'' N"
027 - Parcheggio via Colina,San Vito al Tagliamento - Via Colina,"12° 50' 43.94'' E, 45° 54' 59.16'' N"
030 - Area verde via Del Mei Tom,Gleris - Via del Mei Tom,"12° 52' 32.77'' E, 45° 53' 39.27'' N"
033 - Parcheggio Pascatti,San Vito al Tagliamento - Via Pascatti,"12° 51' 16.15'' E, 45° 54' 58.45'' N"
"035 - Parcheggio Scuole Elementari ""E. De Amicis"" Prodolone",Prodolone - Via Madonna,"12° 50' 15.62'' E, 45° 55' 28.60'' N"
036 - Parcheggio Festeggiamenti Rosa,Rosa - Via Tagliamento,"12° 53' 09.94'' E, 45° 55' 33.62'' N"
037 - Area verde Via Agreste,Gleris - Via Agreste incrocio Vìa Della Chiesa,"12° 52' 15.77'' E, 45° 53' 49.36'' N"
040 - Area giochi - Piazza IV Novembre,Ligunana - Piazza IV Novembre,"12° 52' 29.11'' E, 45° 54' 59.19'' N"
041 - Parcheggio via Del Vecchio Lazzaretto,Ligugnana - Via del Vecchio Lazzaretto,"12° 52' 16.92'' E, 45° 54' 47.44'' N"
044 - Parcheggio-Parchetto via Torrate,San Vito al Tagliamento - Via Torrate,"12° 50' 43.94'' E, 45° 54' 36.41'' N"
045 - Parcheggio Ex Scuola Elementare di Savorgnano,Savorgnano - Via Maggiore,"12° 51' 09.51'' E, 45° 53' 45.94'' N"
047 - Parcheggio via Vittorio Veneto,Ligugnana - Via Vittorio Veneto,"12° 52' 28.61'' E, 45° 54' 40.90'' N"
048 - Parcheggio e Prato via Gazziola,Savorgnano - Via Gazziola,"12° 51' 26.17'' E, 45° 53' 45.03'' N"
049 - Parcheggio Cimitero Gleris-Savorgnano,Gleris - Via Del Cristo,"12° 51' 45.77'' E, 45° 53' 46.49'' N"
050 - Parcheggio via Perteadis,Gleris - Via Perteadis,"12° 52' 38.85'' E, 45° 53' 42.97'' N"
051 - Area Parcheggio via Zuccherificio,San Vito al Tagliamento - Via Zuccherificio,"12° 50' 58.99'' E, 45° 54' 39.34'' N"
052 - Parcheggio via Divisione Julia,San Vito al Tagliamento - Via Divisione Julia,"12° 51' 08.97'' E, 45° 55' 16.42'' N"
053 - Parcheggio via San Carlo,Prodolone - via San Carlo,"12° 50' 27.70'' E, 45° 55' 37.48'' N"
054 - Parcheggio via Gramsci,Borgo Fontanis - Viale Gramsci,"12° 51' 38.32'' E, 45° 55' 08.70'' N"
055 - Parcheggio via dei Cipressi,Madonna di Rosa - via dei Cipressi,"12° 52' 04.57'' E, 45° 55' 15.25'' N"
