Denominazione,Indirizzo,Coordinate
001 - SCUOLA PRIMARIA CESARE BATTISTI - sede di Via Rimembranze,Azzano Decimo - Viale Rimembranze 12,"12° 42' 34.77'' E, 45° 53' 01.33'' N"
002 - SCUOLA PRIMARIA ARMANDO DIAZ,Corva - Via Chiesa 25,"12° 39' 28.71'' E, 45° 54' 56.28'' N"
003 - SCUOLA PRIMARIA NAZARIO SAURO,Fagnigola - Via Runtine 6,"12° 41' 08.34'' E, 45° 51' 02.62'' N"
004 - SCUOLA PRIMARIA F.LLI DE CARLI,Tiezzo - Via Enrico Toti 37,"12° 40' 31.17'' E, 45° 53' 39.11'' N"
005 - SCUOLA SECONDARIA DI 1° GRADO LUIGI LUZZATI,Azzano Decimo - Via Don Milani 5,"12° 42' 27.82'' E, 45° 53' 05.44'' N"
006 - SCUOLA PRIMARIA CESARE BATTISTI - sede di Via Cap. Monticco,Azzano Decimo - Via Capitano Monticchio 3,"12° 42' 17.74'' E, 45° 53' 09.22'' N"
007 - SCUOLA DELL'INFANZIA GIOVANNI PAOLO II,Azzano Decimo - Via Divisione Julia 16,"12° 42' 12.85'' E, 45° 53' 09.92'' N"
008 - SCUOLA DELL'INFANZIA PARITARIA BEATA VERGINE DEL ROSARIO,Azzano Decimo - Via Don Bosco 1,"12° 42' 52.15'' E, 45° 52' 48.63'' N"
009 - ASILO NIDO DI AZZANO DECIMO,Azzano Decimo - Via Montessori,"12° 42' 32.08'' E, 45° 52' 53.67'' N"
010 - SCUOLA DELL'INFANZIA PARITARIA SACRO CUORE,Tiezzo - Via Piave 25,"12° 40' 02.84'' E, 45° 53' 14.10'' N"
