Denominazione,Indirizzo,Coordinate
001 - Polizza,frazione Polizza - strada Polizza,"13° 36' 48.29'' E, 46° 08' 21.08'' N"
002 - Fermata Autobus Tribil Superiore,Tribil Superiore - Tribil Superiore,"13° 37' 01.84'' E, 46° 08' 29.53'' N"
003 - Piazzale Municipio,Stregna - piazzale municipio,"13° 34' 40.21'' E, 46° 07' 36.92'' N"
004 - Parcheggio Postregna,Postregna - Località Postregna,"13° 34' 09.25'' E, 46° 07' 34.45'' N"
005 - Piazzale Zamir,Zamir - ,"13° 33' 48.10'' E, 46° 07' 32.88'' N"
006 - Parcheggio Raune,Raune - ,"13° 34' 43.34'' E, 46° 08' 24.80'' N"
007 - Parcheggio Oblizza,Oblizza - ,"13° 35' 30.37'' E, 46° 08' 15.06'' N"
008 - Piazzale Dughe,Dughe - ,"13° 36' 13.90'' E, 46° 08' 31.20'' N"
009 - Ingresso frazione di Gnidovizza,Gnidovizza - ,"13° 36' 55.44'' E, 46° 08' 03.91'' N"
010 - Slargo frazione Clinaz,Clinaz - ,"13° 36' 46.87'' E, 46° 07' 35.94'' N"
011 - Fermata autobus frazione Varch,Varch - ,"13° 36' 07.43'' E, 46° 07' 21.87'' N"
012 - Fermata autobus frazione Tribil Inferiore,Tribil Inferiore - ,"13° 35' 05.67'' E, 46° 07' 12.22'' N"
013 - Piazzale Presserie, - ,"13° 35' 46.98'' E, 46° 07' 33.45'' N"
014 - Ingresso frazione di Cernetig,Cernetig - ,"13° 35' 17.35'' E, 46° 07' 39.01'' N"
015 - Ingresso frazione di Podgora,Podgora - Podgora,"13° 35' 07.74'' E, 46° 08' 02.64'' N"
017 - Frazione Melina,Melina - ,"13° 36' 13.92'' E, 46° 06' 51.34'' N"
