Denominazione,Indirizzo,Coordinate
001 - Attimis - Area attività sportive,Attimis - Via Divisione Julia,"13° 18' 28.66'' E, 46° 11' 29.04'' N"
002 - Attimis - Complesso scolastico,Attimis - Via Adelaide Ristori,"13° 18' 38.76'' E, 46° 11' 21.99'' N"
003 - Subit - Area sportiva,Subit - Via Gortani,"13° 20' 27.78'' E, 46° 12' 26.34'' N"
004 - Salandri - Campetto sportivo,Salandri - Borgo Scovertz - Bombardier - Pecol,"13° 20' 19.34'' E, 46° 11' 34.44'' N"
005 - Porzus - Piazza,Porzus - Via Deganutti,"13° 20' 50.84'' E, 46° 10' 58.47'' N"
006 - Racchiuso - Campo Pallacanestro,Racchiuso - Via P. Micca,"13° 19' 24.84'' E, 46° 10' 03.23'' N"
007 - Racchiuso - Piazzale Centro Sociale,Racchiuso - Via Attimis,"13° 19' 34.61'' E, 46° 09' 52.63'' N"
009 - Subit - Tornante largo entrata subit,Subit - Via ,"13° 20' 38.40'' E, 46° 12' 18.35'' N"
010 - Borgo ponte - Parcheggio corriere,Forame - Via Borgo Ponte,"13° 19' 45.10'' E, 46° 11' 42.97'' N"
011 - Borgo Molinars-Forame - Parcheggio ,Borgo Molinars  - Borgo Molinars,"13° 20' 03.70'' E, 46° 11' 40.22'' N"
012 - Attimis - Parcheggio ex caserma,"Attimis - Via Pecolle, 1","13° 18' 32.80'' E, 46° 11' 09.79'' N"
013 - Borgo Faris/Partistagno - Piazza,Borgo Faris - Parcheggio caravan,"13° 19' 07.52'' E, 46° 10' 30.21'' N"
014 - Borgo Cancellier - Piazza,Borgo Cancellier - Piazzetta adiacente al campanile,"13° 20' 37.01'' E, 46° 12' 08.62'' N"
015 - Borgo Poiana  - Piazza,Borgo Poiana - Piazzetta Poiana di sotto,"13° 20' 11.23'' E, 46° 09' 40.47'' N"
