Denominazione,Indirizzo,Coordinate
023 - SCUOLA PRIMARIA ATTILIO DEGRASSI,Villa Opicina - Piazzale Monte Re 2,"13° 47' 18.78'' E, 45° 41' 09.68'' N"
024 - SCUOLA PRIMARIA PRIMOŽ TRUBAR - LINGUA INS.SLOVENA,Basovizza - Via Gruden 19,"13° 51' 37.94'' E, 45° 38' 26.71'' N"
025 - SCUOLA PRIMARIA SAN GIUSTO MARTIRE,Trieste - Via Trissino 12,"13° 47' 05.19'' E, 45° 38' 00.21'' N"
026 - SCUOLA SECONDARIA DI 1° GRADO ITALO SVEVO,Trieste - Via Italo Svevo 15,"13° 46' 50.03'' E, 45° 37' 50.51'' N"
027 - SCUOLA PRIMARIA SCIPIO SLATAPER,Trieste - Via della Bastia 2,"13° 47' 02.09'' E, 45° 38' 23.97'' N"
028 - SCUOLA PRIMARIA SERGIO LAGHI,Trieste - Strada di Fiume 155,"13° 47' 47.90'' E, 45° 38' 12.17'' N"
029 - SCUOLA PRIMARIA BIAGIO MARIN,Sant'Anna - Via Marco Praga 6,"13° 47' 28.81'' E, 45° 37' 37.62'' N"
030 - SCUOLA PRIMARIA GABRIELE FOSCHIATTI,Piano di Sant'Anna - Via Benussi 15,"13° 48' 23.74'' E, 45° 37' 23.91'' N"
031 - SCUOLA SECONDARIA DI 1° GRADO GIANCARLO ROLI - succ. DI ALTURA,Trieste - Via Alpi Giulie 23,"13° 49' 06.47'' E, 45° 37' 47.49'' N"
032 - SCUOLA PRIMARIA LUIGI MAURO,Trieste - Via dei Cunicoli 8,"13° 47' 24.59'' E, 45° 39' 19.51'' N"
033 - SCUOLA PRIMARIA FABIO FILZI - ATTILIO GREGO,Trieste - Strada di Guardiella 9,"13° 48' 07.11'' E, 45° 39' 14.75'' N"
034 - SCUOLA PRIMARIA CARLO COLLODI,Trieste - Via San Pasquale 95,"13° 48' 07.47'' E, 45° 38' 44.71'' N"
035 - SCUOLA PRIMARIA VITTORIO LONGO,Cologna - Via Commerciale 162,"13° 47' 10.53'' E, 45° 39' 54.46'' N"
036 - SCUOLA PRIMARIA EMO TARABOCCHIA,Trieste - Via dei Giacinti 7,"13° 46' 15.85'' E, 45° 39' 59.12'' N"
037 - SCUOLA PRIMARIA F. SALESKI FINZGAR - LINGUA INS.SLOVENA,Barcola - Via del Cerretto 19,"13° 45' 20.41'' E, 45° 40' 50.17'' N"
038 - SCUOLA PRIMARIA AUGUST ČERNIGOJ - LINGUA INS.SLOVENA,Prosecco - Località Prosecco 177,"13° 43' 59.17'' E, 45° 42' 23.38'' N"
039 - SCUOLA PRIMARIA UMBERTO SABA,Gretta - Salita di Gretta 34/2,"13° 45' 56.90'' E, 45° 40' 01.06'' N"
040 - ANTON MARTIN SLOMSEK - LINGUA INS.SLOVENA,San Giovanni - Via Caravaggio 4,"13° 48' 21.70'' E, 45° 39' 27.96'' N"
041 - SCUOLA PRIMARIA FRAN MILCINSKI - LINGUA INS.SLOVENA,Trieste - Via Marchetti 16,"13° 49' 53.76'' E, 45° 38' 09.91'' N"
042 - SCUOLA PRIMARIA PINKO TOMAŽIČ - LINGUA INS.SLOVENA,Trebiciano - Località Trebiciano 33,"13° 49' 31.85'' E, 45° 40' 18.62'' N"
043 - SCUOLA PRIMARIA ALBERT SIRK - LINGUA INS.SLOVENA,Santa Croce - Località Santa Croce 217,"13° 41' 29.85'' E, 45° 43' 58.64'' N"
044 - SCUOLA SECONDARIA DI 2° GRADO DANTE ALIGHIERI,Trieste - Via Giustiniano 3,"13° 46' 38.62'' E, 45° 39' 16.05'' N"
045 - SCUOLA SECONDARIA DI 2° GRADO GALILEO GALILEI - succ. VIA BATTISTI,Trieste - Via Cesare Battisti 27,"13° 46' 52.44'' E, 45° 39' 10.36'' N"
046 - SCUOLA SECONDARIA DI 1° GRADO LIONELLO STOCK,Trieste - Via G.R. Carli 1,"13° 45' 51.32'' E, 45° 38' 19.64'' N"
047 - SCUOLA SECONDARIA DI 1° GRADO GUIDO CORSI,Trieste - Via Sant'Anastasio 15,"13° 46' 34.86'' E, 45° 39' 26.50'' N"
048 - SCUOLA SECONDARIA DI 1° GRADO ANTONIO BERGAMAS,Trieste - Via dell'Istria 45,"13° 47' 01.89'' E, 45° 38' 20.07'' N"
049 - SCUOLA SECONDARIA DI 1° GRADO F.LLI FONDA SAVIO - ALESSANDRO MANZONI,Trieste - Via G. Pascoli 14,"13° 46' 57.90'' E, 45° 38' 48.84'' N"
050 - SCUOLA SECONDARIA DI 1° GRADO MARIO CODERMATZ,Rotonda del Boschetto - Via Pindemonte 11,"13° 47' 50.60'' E, 45° 39' 15.29'' N"
051 - SCUOLA SECONDARIA DI 1° GRADO GIUSEPPE CAPRIN,Sant'Anna - Salita Zugnano 5,"13° 47' 49.47'' E, 45° 37' 30.65'' N"
052 - SCUOLA SECONDARIA DI 1° GRADO GIANCARLO ROLI,Borgo San Sergio - Via Forti 15,"13° 49' 20.10'' E, 45° 37' 08.18'' N"
053 - SCUOLA SECONDARIA DI 1° GRADO MUZIO DE TOMMASINI,Opicina - Via Basovizza 5,"13° 47' 29.57'' E, 45° 41' 15.86'' N"
054 - SCUOLA SECONDARIA DI 2° GRADO GIUSEPPE TARTINI,Trieste - Via Carlo Ghega 12,"13° 46' 29.50'' E, 45° 39' 20.13'' N"
055 - SCUOLA SECONDARIA DI 2° GRADO FRANCESCO PETRARCA,Trieste - Via Rossetti 74,"13° 47' 26.90'' E, 45° 38' 38.91'' N"
056 - SCUOLA SECONDARIA DI 2° GRADO ZIGA ZOIS - LINGUA INS. SLOVENA,San Giovanni - Via di Guardiella 13/2,"13° 48' 16.25'' E, 45° 39' 13.65'' N"
057 - SCUOLA SECONDARIA DI 2° GRADO GALILEO GALILEI,Trieste - Via Mameli 4,"13° 47' 30.71'' E, 45° 38' 39.89'' N"
058 - SCUOLA SECONDARIA DI 2° GRADO GALILEO GALILEI - succ. VIA DELLA GINNASTICA,Trieste - Via Ginnastica 53,"13° 47' 11.33'' E, 45° 39' 03.37'' N"
059 - SCUOLA SECONDARIA DI 2° GRADO GUGLIELMO OBERDAN,Trieste - Via Paolo Veronese 1,"13° 46' 32.56'' E, 45° 38' 36.94'' N"
060 - SCUOLA SECONDARIA DI 2° GRADO LUIGI GALVANI,Trieste - Via delle Campanelle 266,"13° 48' 15.09'' E, 45° 38' 03.48'' N"
061 - SCUOLA SECONDARIA DI 2° GRADO GUGLIELMO OBERDAN - succ. VIA BESENGHI,Trieste - Via Besenghi 13,"13° 46' 28.82'' E, 45° 38' 39.42'' N"
062 - SCUOLA SECONDARIA DI 2° GRADO ZIGA ZOIS - LINGUA INS. SLOVENA - succ. PIAZZALE CANESTRINI,Trieste - Piazzale Canestrini 7,"13° 48' 06.54'' E, 45° 39' 28.47'' N"
063 - SCUOLA SECONDARIA DI 2° GRADO JOZEF STEFAN - LINGUA INS.SLOVENA - succ. VIA CARAVAGGIO,Trieste - Via Caravaggio 4,"13° 48' 23.29'' E, 45° 39' 27.02'' N"
064 - SCUOLA SECONDARIA DI 2° GRADO ENRICO E UMBERTO NORDIO,Trieste - Via di Calvola 2,"13° 46' 13.81'' E, 45° 38' 26.20'' N"
065 - SCUOLA SECONDARIA DI 2° GRADO GIAN RINALDO CARLI - suvv. VIA DEL TEATRO ROMANO,Trieste - Via del teatro Romano 7,"13° 46' 14.28'' E, 45° 38' 57.48'' N"
066 - SCUOLA SECONDARIA DI 2° GRADO FRANCESCO PETRARCA - succ. L.go S.G. Sonnino,Trieste - Largo Sonnino 3,"13° 46' 56.16'' E, 45° 38' 41.53'' N"
067 - SCUOLA SECONDARIA DI 2° GRADO LEONARDO DA VINCI - SCIPIONE DE SANDRINELLI,Trieste - Via Paolo Veronese 3,"13° 46' 29.86'' E, 45° 38' 35.25'' N"
068 - SCUOLA SECONDARIA DI 2° GRADO GRAZIA DELEDDA,Trieste - Via Rismondo 8/10,"13° 46' 52.59'' E, 45° 39' 16.39'' N"
069 - SCUOLA SECONDARIA DI 2° GRADO ALESSANDRO VOLTA,Trieste - Via Monte Grappa 1,"13° 47' 16.80'' E, 45° 39' 33.63'' N"
070 - SCUOLA SECONDARIA DI 2° GRADO MAX FABIANI,Trieste - Via Monte San Gabriele 48,"13° 47' 12.82'' E, 45° 39' 40.16'' N"
071 - SCUOLA SECONDARIA DI 2° GRADO GIOSUÈ CARDUCCI,Trieste - Via Madonna del Mare 11,"13° 46' 02.08'' E, 45° 38' 49.31'' N"
072 - SCUOLA SECONDARIA DI 2° GRADO GIOSUÈ CARDUCCI - succ. VIA CORSI,Trieste - Via Guido Corsi 1,"13° 46' 19.05'' E, 45° 39' 16.35'' N"
073 - SCUOLA SECONDARIA DI 1° GRADO DANTE ALIGHIERI,Trieste - Via Giustiniano 7,"13° 46' 36.99'' E, 45° 39' 15.77'' N"
074 - SCUOLA DELL'INFANZIA DI ALTURA,Trieste - Via Monte Peralba 19,"13° 49' 06.14'' E, 45° 37' 41.07'' N"
075 - SCUOLA PRIMARIA GIANNI RODARI,Trieste - Via Pagano 8,"13° 48' 15.98'' E, 45° 37' 39.89'' N"
076 - SCUOLA SECONDARIA DI 2° GRADO GRAZIA DELEDDA,Trieste - Via Gatteri 4,"13° 46' 56.40'' E, 45° 39' 09.14'' N"
077 - SCUOLA PRIMARIA CLAUDIO SUVIC,Trieste - Via Kandler 10,"13° 47' 19.03'' E, 45° 39' 20.43'' N"
078 - SCUOLA SECONDARIA DI 2° GRADO TOMASO DI SAVOIA DUCA DI GENOVA - STAZIONE A MARE,Trieste - Molo Fratelli Bandiera,"13° 45' 17.83'' E, 45° 38' 57.22'' N"
079 - GUGLIELMO OBERDAN,Trieste - Via Paolo Veronese 1,"13° 46' 32.79'' E, 45° 38' 35.19'' N"
080 - SCUOLA SECONDARIA DI 2° GRADO GRAZIA DELEDDA,Trieste - Via Cesare Cantù 42,"13° 47' 12.49'' E, 45° 39' 38.51'' N"
081 - Palestra a servizio della scuola primaria di Santa Croce,Santa Croce - Santa Croce 354,"13° 41' 25.08'' E, 45° 44' 13.14'' N"
082 - SCUOLA SECONDARIA DI 1° GRADO CIRILLO E METODIO - LINGUA INS. SLOVENA - succ. CATTINARA,Trieste - Strada di Fiume 511,"13° 49' 45.69'' E, 45° 38' 04.71'' N"
083 - ,Sant'Anna - Via Fianona 1,"13° 47' 41.71'' E, 45° 37' 39.31'' N"
084 - SCUOLA SECONDARIA DI 1° GRADO GIUSEPPE BRUNNER,Trieste - Via delle Ginestre 1,"13° 46' 15.01'' E, 45° 39' 57.17'' N"
085 - SCUOLA SECONDARIA DI 1° GRADO MUZIO DE TOMMASINI - succ. PROSECCO,Prosecco - Località Prosecco 595,"13° 44' 00.08'' E, 45° 42' 21.32'' N"
086 - SCUOLA SECONDARIA DI 1° GRADO CARLO STUPARICH,Trieste - Via di Rozzol 61,"13° 48' 22.68'' E, 45° 38' 29.91'' N"
087 - SCUOLA SECONDARIA DI 1° GRADO PIETRO ADDOBBATI,Trieste - Salita di Gretta 34/5,"13° 45' 52.97'' E, 45° 40' 03.41'' N"
088 - SCUOLA SECONDARIA DI 1° GRADO IVAN CANCAR - LINGUA INS. SLOVENA,Trieste - Via Frausin 12,"13° 46' 40.71'' E, 45° 38' 38.50'' N"
089 - SCUOLA SECONDARIA DI 2° GRADO JOZEF STEFAN,San Giovanni - Piazzale Canestrini 7,"13° 48' 07.78'' E, 45° 39' 27.99'' N"
090 - SCUOLA SECONDARIA DI 2° GRADO FRANCE PRESEREN - LINGUA INS. SLOVENA,San Giovanni - Via di Guardiella 13/1,"13° 48' 14.81'' E, 45° 39' 14.14'' N"
091 - SCUOLA DELL'INFANZIA DI PROSECCO,"Prosecco (TS) - Località Prosecco, 185","13° 43' 56.97'' E, 45° 42' 24.78'' N"
092 - SCUOLA DELL'INFANZIA DI SANTA CROCE,Santa Croce - Santa Croce 442,"13° 41' 22.75'' E, 45° 44' 07.65'' N"
093 - SCUOLA DELL'INFANZIA COMUNALE AZZURRA  ,Trieste - via Puccini 63,"13° 48' 20.64'' E, 45° 37' 24.17'' N"
094 - SCUOLA DELL'INFANZIA COMUNALE BORGO FELICE,Trieste - via del Pane Bianco 1,"13° 47' 15.10'' E, 45° 37' 31.76'' N"
095 - SCUOLA PRIMARIA JULUS KUGY,"Banne - Via di Basovizza, 60","13° 48' 15.19'' E, 45° 40' 53.90'' N"
096 - SCUOLA DELL'INFANZIA SILVIO RUTTERI,"Banne - Via di Basovizza, 60","13° 48' 14.12'' E, 45° 40' 54.42'' N"
"097 - SCUOLA DELL'INFANZIA MARCELLO FRAULINI ""A""",Opicina - Villa Carsia - Via San Mauro 14,"13° 46' 44.49'' E, 45° 41' 23.68'' N"
"098 - SCUOLA DELL'INFANZIA MARCELLO FRAULINI ""B""",Opicina - Villa Carsia - Largo San Tommaso 17,"13° 46' 38.06'' E, 45° 41' 26.40'' N"
099 - SCUOLA DELL'INFANZIA ANTONIO ILLERSBERG,Basovizza - Via Gruden 34,"13° 51' 37.57'' E, 45° 38' 28.14'' N"
100 - SCUOLA PRIMARIA RUGGERO MANNA,Trieste - Via Ruggero Manna 5/7,"13° 46' 33.23'' E, 45° 39' 25.33'' N"
101 - SCUOLA DELL'INFANZIA FULVIO TOMIZZA,Cologna - Via Commerciale 164,"13° 47' 09.76'' E, 45° 39' 57.20'' N"
102 - SCUOLA DELL'INFANZIA RUGGERO MANNA,Trieste - Via Ruggero Manna 5/7,"13° 46' 31.87'' E, 45° 39' 07.05'' N"
103 - SCUOLA SECONDARIA DI 1° GRADO DIVISIONE JULIA,Trieste - Viale XX Settembre 26,"13° 46' 54.89'' E, 45° 39' 08.34'' N"
104 - SCUOLA DELL'INFANZIA MIELA REINA,Trieste - Via Ugo Polonio 4,"13° 46' 52.39'' E, 45° 39' 09.51'' N"
105 - SCUOLA DELL'INFANZIA DI VIA PIETRO KANDLER,Trieste - Via Pietro Kandler 10,"13° 47' 19.21'' E, 45° 39' 19.73'' N"
106 - SCUOLA DELL'INFANZIA FABIO FILZI - ATTILIO GREGO,Trieste - Strada di Guardiella 9,"13° 48' 06.35'' E, 45° 39' 15.16'' N"
107 - SCUOLA PRIMARIA VIRGILIO GIOTTI,Trieste - Via di Rozzol 61,"13° 48' 21.15'' E, 45° 38' 30.07'' N"
108 - SCUOLA PRIMARIA SANDRO PERTINI,Trieste - Via Forlanini 30,"13° 49' 34.91'' E, 45° 38' 18.04'' N"
109 - SCUOLA DELL'INFANZIA DI MELARA,Trieste - Via Forlanini 30,"13° 49' 37.80'' E, 45° 38' 16.93'' N"
110 - SCUOLA DELL'INFANZIA SERGIO LAGHI,Trieste - Strada di Fiume 155,"13° 47' 48.66'' E, 45° 38' 12.93'' N"
111 - SCUOLA PRIMARIA DOMENICO LOVISATO,Trieste - Via Italo Svevo 15,"13° 46' 50.40'' E, 45° 37' 49.39'' N"
112 - SCUOLA DELL'INFANZIA BRUNO MUNARI,Sant'Anna - Via Zandonai 4,"13° 47' 54.48'' E, 45° 37' 22.68'' N"
113 - SCUOLA DELL'INFANZIA JEAN PIAGET,Trieste - Via Pagano 8,"13° 48' 17.26'' E, 45° 37' 39.13'' N"
114 - SCUOLA PRIMARIA DON LUIGI MILANI,Trieste - Via Alpi Giulie 23,"13° 49' 05.58'' E, 45° 37' 47.25'' N"
115 - SCUOLA PRIMARIA F.LLI VISINITINI,Borgo San Sergio - Via Forti 15,"13° 49' 21.05'' E, 45° 37' 08.81'' N"
116 - SCUOLA PRIMARIA NAZARIO SAURO,Trieste - Via Tigor 3,"13° 46' 02.67'' E, 45° 38' 48.77'' N"
117 - SCUOLA DELL'INFANZIA DUCA D'AOSTA,Trieste - Via Besenghi 13,"13° 46' 29.56'' E, 45° 38' 39.54'' N"
118 - SCUOLA PRIMARIA FRANCE BEVK - LINGUA INS.SLOVENA,Opicina - Piazzale Monte Re 2,"13° 47' 18.56'' E, 45° 41' 09.12'' N"
119 - SCUOLA DELL'INFANZIA ANDREJ ČOK - LINGUA INS.SLOVENA,Opicina - Piazzale Monte Re 2,"13° 47' 18.48'' E, 45° 41' 07.62'' N"
120 - SCUOLA DELL'INFANZIA MARJAN ŠTOKA - LINGUA INS.SLOVENA,Prosecco - Località Prosecco 185,"13° 43' 57.77'' E, 45° 42' 24.50'' N"
121 - SCUOLA DELL'INFANZIA JUST KOŠUTA - LINGUA INS.SLOVENA,Santa Croce - Santa Croce 442,"13° 41' 20.48'' E, 45° 44' 07.93'' N"
122 - SCUOLA DELL'INFANZIA DI GROPADA - LINGUA INS.SLOVENA,Gropada - Gropada 92,"13° 50' 38.26'' E, 45° 39' 45.14'' N"
123 - SCUOLA PRIMARIA JOSIP RIBICIC - LINGUA INS.SLOVENA,Trieste - Via Frausin 12-14,"13° 46' 40.90'' E, 45° 38' 38.09'' N"
124 - SCUOLA DELL'INFANZIA DI SAN GIACOMO - LINGUA INS.SLOVENA,Trieste - Via Frausin 12-14,"13° 46' 41.11'' E, 45° 38' 37.71'' N"
125 - SCUOLA PRIMARIA MARICA GRIGORIC-STEPANCIC - LINGUA INS.SLOVENA,Servola - Salita De Marchi 8,"13° 46' 59.86'' E, 45° 37' 37.99'' N"
126 - SCUOLA DELL'INFANZIA DI SERVOLA - LINGUA INS.SLOVENA,Servola - Salita De Marchi 8,"13° 46' 59.75'' E, 45° 37' 37.69'' N"
127 - SCUOLA PRIMARIA IVAN GRBEC - LINGUA INS.SLOVENA,Servola - Salita De Marchi 8,"13° 46' 59.61'' E, 45° 37' 37.42'' N"
128 - SCUOLA SECONDARIA DI 1° GRADO CIRILLO E METODIO - LINGUA INS. SLOVENA,San Giovanni - Via Caravaggio 4,"13° 48' 20.70'' E, 45° 39' 25.95'' N"
129 - SCUOLA PRIMARIA OTON ZUPANCIC - LINGUA INS.SLOVENA,San Giovanni - Via Caravaggio 4,"13° 48' 21.40'' E, 45° 39' 26.60'' N"
130 - SCUOLA DELL'INFANZIA DI BARCOLA - LINGUA INS.SLOVENA,Barcola - Via Vallicula 11,"13° 45' 28.31'' E, 45° 40' 46.07'' N"
131 - SCUOLA DELL'INFANZIA DI LONGERA - LINGUA INS.SLOVENA,Longera - Strada per Longera 240,"13° 49' 48.48'' E, 45° 38' 27.31'' N"
132 - SCUOLA SECONDARIA DI 2° GRADO GIAN RINALDO CARLI,Trieste - Via Diaz 20,"13° 45' 50.97'' E, 45° 38' 51.56'' N"
133 - SCUOLA SECONDARIA DI 2° GRADO TOMASO DI SAVOIA DUCA DI GENOVA - succ. VIA GAMBINI,Trieste - Via Pio Riego Gambini 1,"13° 46' 56.20'' E, 45° 38' 43.01'' N"
134 - SCUOLA SECONDARIA DI 2° GRADO ALESSANDRO VOLTA - succ. VIA BATTISTI (corsi serali),Trieste - Via Cesare Battisti 27,"13° 46' 52.94'' E, 45° 39' 10.57'' N"
135 - SCUOLA SECONDARIA DI 2° GRADO MARTIN SLOMSEK - LINGUA INS. SLOVENA,Trieste - Via Caravaggio 4,"13° 48' 23.71'' E, 45° 39' 26.72'' N"
136 - SCUOLA DELL'INFANZIA COMUNALE STUPARICH,Trieste - Via di Rozzol 61,"13° 48' 24.04'' E, 45° 38' 29.29'' N"
137 - SCUOLA DELL'INFANZIA COMUNALE CASETTA INCANTATA,Trieste - Via di Rozzol 61/1,"13° 48' 27.58'' E, 45° 38' 28.77'' N"
138 - SCUOLA DELL'INFANZIA COMUNALE CUCCIOLI,Trieste - Via Vittorino da Feltre 8,"13° 47' 16.54'' E, 45° 38' 36.34'' N"
139 - SCUOLA DELL'INFANZIA COMUNALE IL TEMPO MAGICO,Trieste - Via G. Vasari 23,"13° 46' 57.90'' E, 45° 38' 52.66'' N"
140 - SCUOLA DELL'INFANZIA COMUNALE LA SCUOLA DEL SOLE,Trieste - Via Manzoni 14,"13° 47' 00.72'' E, 45° 38' 45.80'' N"
141 - SCUOLA DELL'INFANZIA COMUNALE DELFINO BLU,Trieste - Salita di Gretta 34/4,"13° 45' 53.88'' E, 45° 40' 00.60'' N"
142 - SCUOLA DELL'INFANZIA COMUNALE L'ISOLA DEI TESORI,Trieste - Vicolo delle Rose 5,"13° 46' 23.02'' E, 45° 39' 58.73'' N"
143 - SCUOLA DELL'INFANZIA COMUNALE SORELLE AGAZZI,Trieste - Vicolo San Fortunato 1,"13° 46' 05.56'' E, 45° 39' 55.93'' N"
144 - SCUOLA DELL'INFANZIA COMUNALE MARIO SILVESTRI,Prosecco - Borgo San Nazario 73,"13° 44' 10.77'' E, 45° 42' 14.04'' N"
145 - SCUOLA DELL'INFANZIA COMUNALE DIJASKI DOM - LINGUA INS. SLOVENA,Trieste - Via della Ginnastica 72,"13° 47' 17.50'' E, 45° 39' 06.95'' N"
146 - SCUOLA DELL'INFANZIA COMUNALE DON CHALVIEN,Trieste - Via Italo Svevo 21,"13° 46' 50.50'' E, 45° 37' 48.33'' N"
147 - SCUOLA DELL'INFANZIA COMUNALE MILLE COLORI,Trieste - Via di Salvore 12,"13° 47' 00.23'' E, 45° 37' 45.17'' N"
148 - SCUOLA DELL'INFANZIA COMUNALE FERRANTE APORTI,Trieste - Pendice Scoglietto 20,"13° 47' 29.43'' E, 45° 39' 25.52'' N"
149 - SCUOLA DELL'INFANZIA COMUNALE GIARDINO INCANTATO (sede provvisoria),Trieste - Via Pietro Kandler 10,"13° 47' 19.39'' E, 45° 39' 19.01'' N"
150 - SCUOLA DELL'INFANZIA COMUNALE IL GIARDINO DEI SOGNI,Trieste - Via Eugenio Boegan 5,"13° 48' 20.94'' E, 45° 39' 15.02'' N"
151 - SCUOLA DELL'INFANZIA COMUNALE NUVOLA OLGA/OBLAK NIKO,San Giovanni - Via alle Cave 4,"13° 48' 30.34'' E, 45° 39' 23.69'' N"
152 - SCUOLA DELL'INFANZIA COMUNALE G. POLLITZER,Trieste - Via dell'Istria 170,"13° 47' 23.95'' E, 45° 37' 58.71'' N"
153 - SCUOLA DELL'INFANZIA COMUNALE STELLA MARINA,Trieste - Via di Ponziana 32,"13° 46' 58.98'' E, 45° 38' 19.64'' N"
154 - SCUOLA DELL'INFANZIA COMUNALE GIOCHI DELLE STELLE,Trieste - Via Carlo Archi 2,"13° 47' 29.72'' E, 45° 39' 07.23'' N"
155 - SCUOLA DELL'INFANZIA KAMILLO KROMO,Sant'Anna - Vecchia dell'Istria 78,"13° 47' 52.12'' E, 45° 37' 22.05'' N"
156 - SCUOLA DELL'INFANZIA COMUNALE L'ARCOBALENO,Trieste - Via Gerolamo Frescobaldi 33,"13° 48' 16.23'' E, 45° 37' 31.04'' N"
157 - SCUOLA DELL'INFANZIA COMUNALE LA CAPRIOLA,Trieste - via Eugenio Curiel 10,"13° 49' 30.07'' E, 45° 37' 03.92'' N"
158 - SCUOLA DELL'INFANZIA COMUNALE TRE CASETTE,Trieste - Via Petracco 12,"13° 49' 26.52'' E, 45° 36' 57.79'' N"
159 - SCUOLA DELL'INFANZIA COMUNALE MILLE BIMBI,Trieste - Via dei Mille 14,"13° 48' 02.59'' E, 45° 38' 48.98'' N"
160 - SCUOLA DELL'INFANZIA COMUNALE PALLINI,Trieste - Via dei Pallini 2,"13° 46' 32.07'' E, 45° 38' 46.18'' N"
161 - SCUOLA DELL'INFANZIA COMUNALE TOR CUCHERNA,Trieste - Via dell'Asilo 4,"13° 46' 20.54'' E, 45° 38' 53.50'' N"
162 - SCUOLA DELL'INFANZIA COMUNALE PRIMI VOLI,Trieste - Via Mamiani 2,"13° 46' 10.90'' E, 45° 38' 24.65'' N"
163 - SCUOLA DELL'INFANZIA COMUNALE RENA NUOVA,Trieste - Via degli Antenorei 14,"13° 46' 39.08'' E, 45° 38' 28.59'' N"
164 - SCUOLA DELL'INFANZIA PARITARIA SACRO CUORE,Barcola - Via del Cerreto 2,"13° 45' 23.93'' E, 45° 40' 43.52'' N"
165 - SCUOLA DELL'INFANZIA PARITARIA MADDALENA DI CANOSSA,Trieste - Via Domenico Rossetti 66,"13° 47' 23.06'' E, 45° 38' 42.51'' N"
166 - SCUOLA DELL'INFANZIA PARITARIA CASA DEI BAMBINI SAN GIUSTO,Trieste - Via Monte San Gabriele 34,"13° 47' 11.94'' E, 45° 39' 31.15'' N"
