Denominazione,Indirizzo,Coordinate
001 - Comando Stazione di Villa Opicina,"Trieste - Via Di Basovizza 21, 34016 Trieste","13° 47' 37.03'' E, 45° 41' 11.27'' N"
002 - Comando Provinciale,"Trieste - Via Dell`Istria 54, 34100 Trieste","13° 47' 00.06'' E, 45° 38' 26.55'' N"
003 - Comando Stazione,"Trieste - Via San Cilino 16, 34100 Trieste","13° 48' 07.95'' E, 45° 39' 23.42'' N"
004 - Comando Stazione Portonuovo,"Trieste - Riva Traiana - Magazzino 57 8, 34123 Trieste","13° 45' 13.51'' E, 45° 38' 50.62'' N"
005 - Comando Stazione,"Trieste - Via San Pio X 5, 34100 Trieste","13° 48' 17.97'' E, 45° 38' 32.05'' N"
006 - Comando Stazione,"Trieste - Via Luigi Settembrini 28, 34100 Trieste","13° 47' 03.22'' E, 45° 39' 43.41'' N"
007 - Comando Compagnia,"Trieste - Via Dell`Istria 54, 34100 Trieste","13° 47' 00.06'' E, 45° 38' 26.55'' N"
008 - Comando Stazione,"Trieste - Via Dell`Istria 54, 34100 Trieste","13° 47' 00.06'' E, 45° 38' 26.55'' N"
009 - Comando Compagnia,"Trieste - Via Francesco Hermet 7, 34123 Trieste","13° 45' 17.17'' E, 45° 38' 34.29'' N"
010 - Comando Stazione,"Trieste - Via Francesco Hermet 7, 34100 Trieste","13° 45' 17.17'' E, 45° 38' 34.29'' N"
011 - Comando Stazione,"Trieste - Via Dei Tominz 5, 34100 Trieste","13° 48' 10.40'' E, 45° 38' 26.28'' N"
012 - Comando Stazione di Borgo San Sergio,"Trieste - Via Don Pietro Cenati 4, 34100 Trieste","13° 49' 23.73'' E, 45° 37' 10.34'' N"
013 - Comando Stazione,"Trieste - Viale Miramare 123/1, 34136 Trieste","13° 45' 10.54'' E, 45° 40' 55.86'' N"
014 - Comando Stazione di Basovizza,"Trieste - Via Igo Gruden 20, 34012 Trieste","13° 51' 25.82'' E, 45° 38' 25.84'' N"
015 - Comando Stazione,"Trieste - Viale Miramare 343, 34136 Trieste","13° 43' 07.60'' E, 45° 42' 05.84'' N"
016 - Servizio CITES Territoriale,"Trieste - Porto vecchio radice molo 3, 34135 Trieste","13° 46' 01.29'' E, 45° 39' 27.00'' N"
