Denominazione,Sensori,Coordinate
H2 - monte San Simeone,"Tensione Batteria, Umidità, Pressione, Temperatura, Temperatura al suolo, , Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","13° 06' 25.92'' E, 46° 20' 40.92'' N"
H4 - monte San Simeone,"Temperatura, Pioggia","13° 06' 25.92'' E, 46° 20' 40.92'' N"
PCIV - S.Simeone Meteo,"Umidità, Pressione, Temperatura, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","13° 06' 19.01'' E, 46° 20' 38.00'' N"
H4 - Bordano,"Temperatura, Pioggia","13° 04' 50.16'' E, 46° 19' 56.64'' N"
