Denominazione,Indirizzo,Coordinate
001 - Area di attesa di Cialla,"Cialla - Piazzale Chiesa di Cialla (per le frazioni di Cialla, Bucovizza, Squarzuls, Mezzomonte)","13° 28' 47.45'' E, 46° 04' 41.92'' N"
002 - Area di attesa di Oborza,OBORZA - Campo sportivo di Oborza (per le Fz. di Oborza e Marcolino),"13° 32' 55.75'' E, 46° 05' 20.21'' N"
003 - Area di Attesa di Castelmonte ,CASTELMONTE - parcheggio Castelmonte (per le Frazioni di Castelmonte Plagnava),"13° 31' 09.86'' E, 46° 05' 36.59'' N"
004 - Area di Attesa Molino Vecchio,"MOLINO VECCHIO - Fermata della Corriera Saf (per le Frazioni di Codromaz, Berda, Covacevizza, Potclanz, Podresca, Ciubiz, Salamant, Bordon)","13° 35' 59.48'' E, 46° 06' 42.32'' N"
005 - Area di attesa di Cosson ,COSSON - Strada interna abitato di Cosson Parcheggio ex Trattoria al Ceppo (per le frazioni di Cosson e Prepotischis),"13° 32' 11.13'' E, 46° 04' 28.69'' N"
006 - Area di attesa di Bodigoi,"BODIGOI - Sita terreno prima  della Cappella della Madoninna, (per le Frazioni di Bodigoi,  Cras, Fragelis)","13° 31' 00.46'' E, 46° 03' 50.70'' N"
007 - Area di attesa di Albana ,ALBANA - SP 90,"13° 29' 16.04'' E, 46° 03' 03.53'' N"
009 - Area di attesa Prepotto ,"PREPOTTO - Via Roma, Parcheggio +  Nuovo Campetto Calcio","13° 28' 49.15'' E, 46° 02' 46.03'' N"
"010 - Area di attesa Poianis,","POIANIS - Strada Provinciale 48,  esterno ex trattoria da Anna per le Fz. di Novacuzzo, Poianis e Craoretto.","13° 28' 33.14'' E, 46° 01' 57.46'' N"
011 - Area di attesa di Cladrecis ,"CLADRECIS - Retro chiesa di Cladrecis (per le Fz. di S.Pietro di Chiazzacco, Cladrecis, Brischis, Stregna)","13° 30' 02.85'' E, 46° 04' 17.94'' N"
