Denominazione,Sensori,Coordinate
PCIV - La Baita Idro,Idrometro,"13° 30' 40.00'' E, 45° 56' 49.02'' N"
PCIV - La Baita Meteo,"Umidità, Pressione, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","13° 30' 45.00'' E, 45° 56' 49.02'' N"
H4 - Capriva del Friuli,"Umidità, Pressione, Bagnatura fogliare, Temperatura, Pioggia, Temperatura al suolo, Temperatura a 50 cm, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento a 2 m (intensità), Vento raffica (direzione), Vento raffica (intensità), Temperatura sotto suolo (10cm)","13° 30' 47.88'' E, 45° 57' 32.04'' N"
PCIV - Oblino,Idrometro,"13° 31' 12.00'' E, 45° 57' 14.00'' N"
