Denominazione,Sensori,Coordinate
PCIV - Orzano,"Umidità, Pressione, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","13° 21' 29.02'' E, 46° 03' 42.01'' N"
