Denominazione,Sensori,Coordinate
H4 - Scodovacca,"Umidità, Bagnatura fogliare, Temperatura, Pioggia","13° 22' 01.49'' E, 45° 49' 20.39'' N"
PCIV - Polzino roggia,"Portata, Idrometro","13° 21' 50.00'' E, 45° 48' 28.01'' N"
PCIV - Muscoli,Idrometro,"13° 20' 26.02'' E, 45° 50' 08.99'' N"
H4 - Cervignano del Friuli,"Umidità, Pressione, Bagnatura fogliare, Temperatura, Pioggia, Temperatura al suolo, Temperatura a 50 cm, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento a 2 m (intensità), Vento raffica (direzione), Vento raffica (intensità), Temperatura sotto suolo (10cm)","13° 20' 17.16'' E, 45° 51' 01.08'' N"
