Denominazione,Indirizzo,Coordinate
001 - Strassoldo - Parcheggio Via delle Scuole,Strassoldo - via delle scuole,"13° 19' 17.45'' E, 45° 51' 33.79'' N"
002 - Muscoli-Spogliatoio Campo di Calcio,Muscoli - via dei platani,"13° 19' 45.67'' E, 45° 50' 21.06'' N"
003 - Parcheggio cimitero Scodovacca,Scodovacca - via veneto snc,"13° 21' 32.34'' E, 45° 49' 24.40'' N"
006 - Cervignano-Scuole Medie via Udine,cervignano - via udine,"13° 19' 57.95'' E, 45° 49' 40.15'' N"
007 - Cervignano via borgo salomon,cervignano - via borgo salomon,"13° 20' 16.50'' E, 45° 49' 19.93'' N"
008 - Cervignano-Scuola Elementare via Caiù,cervignano del friuli - via Caiù n. 1,"13° 19' 49.08'' E, 45° 49' 11.62'' N"
009 - Cervignano-Scuola Elementare via Turisella,cervignano del friuli - via gramsci angolo via matteotti,"13° 20' 54.40'' E, 45° 49' 00.21'' N"
011 - Cervignano-Asilo via Ramazzotti,cervignano del friuli - via ramazzotti,"13° 20' 22.53'' E, 45° 49' 33.45'' N"
012 - Cervignano-Asilo via Predicort,cervignano del friuli - via predicort,"13° 20' 01.74'' E, 45° 49' 00.13'' N"
013 - Via Aquileia - Parcheggio fronte cimitero ex lidl,Cervignano del Friuli - via predicort,"13° 20' 11.50'' E, 45° 49' 06.88'' N"
014 - Parcheggio - Lancieri d'Aosta,Cervignano del Friuli - Piazzale lancieri d'aosta,"13° 21' 00.62'' E, 45° 49' 13.63'' N"
015 - Strassoldo-Parcheggio via Gradisca,Strassoldo - via gradisca,"13° 19' 27.72'' E, 45° 51' 41.25'' N"
"016 - Parcheggio Ex Casermette ""Papa Giovanni Paolo II""",Cervignano del Friuli - via garibaldi,"13° 20' 25.62'' E, 45° 49' 21.92'' N"
017 - Cervignano parcheggio parco europa,cervignano - piazzale veterani dello sport,"13° 19' 58.52'' E, 45° 49' 32.26'' N"
018 - Parcheggio Liceo Scientifico Albert Einstein,Cervignano del Friuli - via pradati,"13° 20' 26.98'' E, 45° 48' 51.00'' N"
019 - Parcheggio ecopiazzola Via Caiù,Cervignano del Friuli - via caiu',"13° 19' 24.91'' E, 45° 48' 55.43'' N"
020 - Parcheggio Penny Market - Via della Ferrovia Vecchia,Scodovacca - Via della Ferrovia Vecchia,"13° 21' 30.11'' E, 45° 48' 31.95'' N"
