Denominazione,Sensori,Coordinate
PCIV - San Mauro,"Umidità, Pressione, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","13° 01' 35.00'' E, 46° 08' 49.02'' N"
