Denominazione,Indirizzo,Coordinate
001 - SEDE ALPINI     MONTEREALE VALCELLINA,MONTEREALE CAPOLUOGO - VIA ZENARI          MONTEREALE,"12° 39' 29.22'' E, 46° 09' 47.90'' N"
002 - PARCHEGGIO VIA VERDI,MONTEREALE VALCELLINA - VIA VERDI        MONTEREALE,"12° 39' 47.60'' E, 46° 09' 35.56'' N"
003 - P.LE SAN FLORIANO,MONTEREALE VALCELLINA - VIA VERDI     MONTEREALE,"12° 39' 49.94'' E, 46° 09' 29.08'' N"
004 - PARCHEGGIO MUNICIPIO,MONTEREALE GRIZZO - VIA CIOTTI 122       MONTEREALE,"12° 39' 24.21'' E, 46° 09' 18.94'' N"
005 - SEDE PROTEZIONE CIVILE MONTEREALE VALCELLINA,MONTEREALE VALCELLINA - VIA PONTEGIUGLIO 38 E  VIA CROCE,"12° 39' 54.59'' E, 46° 09' 12.13'' N"
006 - AREA SPORTIVA CAPOLUOGO,GRIZZO - VIA STAZIONE 71    MONTEREALE-GRIZZO,"12° 39' 29.45'' E, 46° 09' 08.01'' N"
007 - PIAZZALE SCUOLA MEDIA,GRIZZO - VIA STAZIONE 32/A   PUNTO RACCOLTA,"12° 39' 26.20'' E, 46° 09' 12.48'' N"
008 - PIAZZA IV NOVEMBRE,GRIZZO - Piazza lV novembre  GRIZZO,"12° 38' 55.23'' E, 46° 09' 01.93'' N"
009 - PIAZZA DUOMO,GRIZZO - PIAZZA DUOMO     GRIZZO,"12° 39' 02.56'' E, 46° 09' 01.89'' N"
010 - BORGO ALZETTA,GRIZZO - VIA MONTENEGRO   VIA CADORNA   GRIZZO,"12° 38' 41.82'' E, 46° 09' 12.14'' N"
013 - CENTRO COMUNITARIO MALNISIO,MALNISIO - VIA MANZONI       MALNISIO,"12° 38' 11.74'' E, 46° 08' 37.58'' N"
017 - PIAZZA GIULIO CESARE,SAN  LEONARDO  - PIAZZA GIULIO CESARE  SAN LEONARDO,"12° 41' 00.81'' E, 46° 05' 50.77'' N"
018 - LARGO SAN ROCCO,SAN  LEONARDO - LARGO SAN ROCCO   SAN LEONARDO,"12° 40' 43.60'' E, 46° 05' 39.17'' N"
020 - BUSAT MONTEREALE,"MONTEREALE VALCELLINA - VIA ROMA, VIA VERDI   MONTEREALE","12° 39' 41.07'' E, 46° 09' 46.96'' N"
021 - VIA MONTE SPIA,MONTEREALE VALCELLINA - VIA MONTE SPIA  MONTEREALE,"12° 39' 33.04'' E, 46° 09' 37.54'' N"
023 - ASILO MONTEREALE CAPOLUOGO,MONTEREALE CAPOLUOGO - VIA CIOTTI     CENTRO RACCOLTA,"12° 39' 34.04'' E, 46° 09' 30.13'' N"
024 - STAZIONE FERROVIARIA - MONTEREALE -,Grizzo - Viale Stazione    GRIZZO,"12° 39' 31.13'' E, 46° 08' 54.03'' N"
026 - ZONA ARTIGIANALE - MONTEREALE -,GRIZZO - VIA CROCE   GRIZZO,"12° 39' 38.29'' E, 46° 08' 33.45'' N"
027 - ZONA INDUSTRIALE - MONTEREALE 1 -,GRIZZO - VIA SAN MARTINO   GRIZZO,"12° 39' 28.21'' E, 46° 08' 19.48'' N"
028 - ZONA INDUSTRIALE - MONTEREALE 2 -,GRIZZO - VIA DELL INDUSTRIA     GRIZZO,"12° 39' 35.86'' E, 46° 08' 04.24'' N"
029 - CIMITERO GRIZZO,GRIZZO -    VIA  SAN MARTINO    GRIZZO,"12° 39' 15.58'' E, 46° 08' 54.27'' N"
030 - LARGO MANIN,GRIZZO - LARGO MANIN      GRIZZO,"12° 39' 07.62'' E, 46° 09' 11.71'' N"
031 - VIA GIAIS ,MALNISIO - VIA GIAIS        MALNISIO,"12° 37' 55.51'' E, 46° 08' 21.34'' N"
032 - LARGO GARIBALDI - MALNISIO -,MALNISIO - LARGO GARIBALDI        MALNISIO,"12° 37' 51.40'' E, 46° 08' 35.63'' N"
035 - ZONA ARTIGIANALE - SAN LEONARDO -,SAN LEONARDO - VIA MONTEREALE   SAN LEONARDO,"12° 40' 45.18'' E, 46° 06' 00.09'' N"
042 - Incrocio Via Alessandro Volta e Via Alfieri,MALNISIO - INCROCIO VIA VOLTA  VIA ALFIERI VIA AL MONTE    MALNISIO,"12° 38' 00.13'' E, 46° 08' 36.47'' N"
045 - PIAZZALE SCUOLA PRIMARIA,MONTEREALE VALCELLINA - VIA STAZIONE 30      CENTRO RACCOLTA,"12° 39' 26.13'' E, 46° 09' 08.87'' N"
047 - PARCHEGGIO CIMITERO - MALNISIO -,MALNISIO - VIA MACOR       MALNISIO,"12° 38' 32.21'' E, 46° 08' 45.18'' N"
049 - VIA MACOR-ALDO MORO,MALNISIO - INCROCIO VIA MACOR VIA ALDO MORO    MALNISIO,"12° 38' 13.90'' E, 46° 08' 23.02'' N"
051 - VIA DELLA REPUBBLICA,SAN  LEONARDO - Via della repubblica      SAN LEONARDO,"12° 40' 58.36'' E, 46° 05' 42.82'' N"
055 - AREA SCUOLA DELL'INFANZIA,SAN LEONARDO - VIA MANIAGO ,"12° 41' 04.60'' E, 46° 05' 51.53'' N"
