Denominazione,Indirizzo,Coordinate
001 - SCUOLA PRIMARIA EDMONDO DE AMICIS,Muggia - Viale D'Annunzio 8,"13° 45' 58.89'' E, 45° 36' 04.96'' N"
002 - SCUOLA DELL'INFANZIA BIANCOSPINO,Chiampore - Località Chiampore 230,"13° 44' 27.67'' E, 45° 35' 56.97'' N"
003 - SCUOLA PRIMARIA ADA LORETI,Aquilinia - Via di Zaule 91,"13° 48' 21.21'' E, 45° 36' 06.86'' N"
004 - SCUOLA PRIMARIA EMILIO ZAMOLA,Zindis - Strada per Lazzaretto 13/b,"13° 44' 56.83'' E, 45° 36' 22.69'' N"
005 - SCUOLA PRIMARIA A.BUBNIC DI MUGGIA- L.INS.SLOVENA,Muggia - Viale D'Annunzio 62,"13° 45' 53.75'' E, 45° 35' 50.91'' N"
006 - SCUOLA SECONDARIA DI 1°GRADO NAZARIO SAURO,Muggia - Viale D'Annunzio 48,"13° 45' 56.50'' E, 45° 35' 53.98'' N"
007 - SCUOLA DELL'INFANZIA IL GIARDINO DEI MESTIERI,Fonderia - Via dei Carpentieri 8,"13° 46' 41.43'' E, 45° 35' 53.49'' N"
008 - SCUOLA DELL'INFANZIA BORGOLAURO,Muggia - Viale D'Annunzio 8,"13° 45' 58.88'' E, 45° 36' 04.28'' N"
009 - SCUOLA DELL'INFANZIA PARITARIA CASA PRIMAVERA,Aquilinia - Via di Zaule 89,"13° 48' 23.96'' E, 45° 36' 07.63'' N"
010 - SCUOLA DELL'INFANZIA PARITARIA SS. GIOVANNI E PAOLO,Muggia - Via XXV aprile 1,"13° 46' 06.27'' E, 45° 36' 06.52'' N"
011 - SCUOLA DELL'INFANZIA PARITARIA PARROCCHIALE DI ZINDIS,Zindis - Strada per Lazzaretto 13/7,"13° 44' 58.98'' E, 45° 36' 21.25'' N"
012 - ASILO NIDO COMUNALE,Muggia - vi D'Annunzio n° 12,"13° 45' 58.72'' E, 45° 36' 02.71'' N"
