Denominazione,Indirizzo,Coordinate
001 - Piazza della Vittoria,Capoluogo - Piazza della Vittoria,"12° 42' 26.29'' E, 45° 59' 17.47'' N"
002 - Parcheggio Piscina,Capoluogo - Via Cortina,"12° 42' 26.06'' E, 45° 59' 12.06'' N"
003 - Area Verde A. Moro,Capoluogo - Piazzale AVIS-AIDO,"12° 42' 09.77'' E, 45° 59' 02.46'' N"
004 - Parcheggio Campo Assi,Cordenons - via Braida D'Andrea,"12° 41' 42.18'' E, 45° 59' 02.33'' N"
005 - Parcheggio Via Sclavons,Cordenons - Via Sclavons inc Via Baracca,"12° 41' 43.94'' E, 45° 58' 46.31'' N"
009 - Area Verde Via Maestri del Lavoro,Cordenons - Via Maestri del Lavoro,"12° 41' 43.61'' E, 45° 57' 57.71'' N"
010 - Parcheggio Via Goetta,Cordenons - Via Goetta,"12° 41' 09.13'' E, 45° 58' 27.60'' N"
012 - Parcheggio Via Carli,Cordenons - Via Carli inc Via Stradelle,"12° 40' 58.05'' E, 45° 58' 39.84'' N"
013 - Parco Via Giotto,Cordenons - Via Giotto,"12° 41' 10.77'' E, 45° 59' 02.75'' N"
014 - Parco Via Sartori,Cordenons - Via Maestra inc Via Sartori,"12° 41' 47.36'' E, 45° 59' 22.79'' N"
015 - Parchetto Via Monte Pasubio,Cordenons -  Via Monte Pasubio,"12° 42' 13.88'' E, 45° 59' 56.28'' N"
017 - Parcheggio F.lli Bandiera,Cordenons - Via F.lli Bandiera,"12° 42' 59.03'' E, 45° 59' 27.47'' N"
020 - Villa d'Arco,Villa d'Arco - Via Portolana,"12° 39' 54.45'' E, 46° 00' 00.26'' N"
021 - Parcheggio Zona Industriale,Cordenons Zona Industriale - Via Amman / Via Chiavornicco,"12° 42' 29.63'' E, 45° 57' 48.53'' N"
