Denominazione,Indirizzo,Coordinate
001 - piazzale scuole,alesso - via libertà,"13° 03' 13.31'' E, 46° 18' 57.92'' N"
002 - pit di barcis alesso,alesso - via pit di barcis,"13° 03' 03.63'' E, 46° 18' 47.60'' N"
003 - Mc Bride Avasinis,Avasinis - via leale,"13° 03' 02.80'' E, 46° 17' 51.29'' N"
004 - via campolongo peonis,peonis - via campolongo,"13° 02' 29.77'' E, 46° 15' 22.38'' N"
006 - via del piz braulins,Braulins - via del Piz,"13° 05' 42.74'' E, 46° 17' 13.18'' N"
007 - Trasaghis est,Trasaghis - Via O. De Luca,"13° 04' 52.27'' E, 46° 16' 51.79'' N"
008 - Trasaghis ovest,Trasaghis - Via A.Diaz,"13° 04' 17.93'' E, 46° 16' 57.48'' N"
009 - Braulins Sesto Calende, Sesto Calende - via  Sesto Calende,"13° 05' 18.20'' E, 46° 16' 56.52'' N"
010 - Avasinis via Maggiore,Avasinis - Via Maggiore,"13° 03' 12.25'' E, 46° 17' 21.97'' N"
011 - Cjalcor,Alesso Cjalcor - Via Tolmezzo,"13° 03' 25.05'' E, 46° 19' 13.42'' N"
012 - Brancs,Alesso Brancs - via Interneppo,"13° 03' 58.24'' E, 46° 19' 27.33'' N"
