Denominazione,Indirizzo,Coordinate
001 - MONTE PRAT,MONTE PRAT - MONTE PRAT CENTRO,"12° 59' 29.84'' E, 46° 14' 40.25'' N"
002 - CIMITERO SAN ROCCO,SAN ROCCO - VIA VIDONI,"13° 00' 13.33'' E, 46° 13' 37.07'' N"
003 - PIAZZA SAN ROCCO,SAN ROCCO - PIAZZA MADONNA DI LOURDES,"12° 59' 58.68'' E, 46° 13' 36.94'' N"
004 - CENTRO SOCIALE,SAN ROCCO - VIA VIDONI 3,"12° 59' 45.56'' E, 46° 13' 37.02'' N"
005 - LARGO MADONNINA VIA JOGNA,FORGARIA-RIVIERA - VIA JOGNA,"12° 58' 56.32'' E, 46° 13' 33.13'' N"
006 - LARGO EX ASILO,FORGARIA - VIA GRAP,"12° 58' 18.29'' E, 46° 13' 24.98'' N"
007 - ZONA VERDE VAL,FORGARIA - VIA VAL,"12° 58' 15.40'' E, 46° 13' 17.52'' N"
008 - PIAZZA CANADA,FORGARIA - PIAZZA CANADA,"12° 58' 06.43'' E, 46° 13' 16.51'' N"
009 - PIAZZA TRE MARTIRI,FORGARIA - PIAZZA TRE MARTIRI,"12° 58' 04.60'' E, 46° 13' 26.65'' N"
010 - OFFICINA VIA NUOVA AL PONTE,FORGARIA - VIA NUOVA AL PONTE,"12° 57' 49.31'' E, 46° 13' 31.20'' N"
011 - PONTE ARMISTIZIO,FLAGOGNA - VIA PINZANO,"12° 57' 18.99'' E, 46° 12' 40.12'' N"
012 - PIAZZA FLAGOGNA,FLAGOGNA - PIAZZA  BLASUT,"12° 57' 38.43'' E, 46° 12' 36.11'' N"
014 - INCROCIO COSTA,FORGARIA - VIA COSTA,"12° 59' 26.58'' E, 46° 12' 50.66'' N"
015 - VIA VENIER,CORNINO - VIA VENIER,"12° 59' 39.69'' E, 46° 13' 19.67'' N"
016 - VIA DANTE,CORNINO - VIA DANTE,"12° 59' 48.56'' E, 46° 13' 20.81'' N"
017 - PIAZZA CORNINO,CORNINO - PIAZZA,"13° 00' 18.32'' E, 46° 13' 20.40'' N"
018 - AI GLICINI,CORNINO - VIA NAPOLEONICA,"13° 00' 31.43'' E, 46° 13' 22.96'' N"
019 - ZONA ART. CORNINO,CORNINO - ZONA ARTIGIANALE,"13° 01' 12.83'' E, 46° 13' 30.72'' N"
020 - VIA TAVIELE,FLAGOGNA - VIA TAVIELE,"12° 57' 53.76'' E, 46° 12' 31.71'' N"
