Denominazione,Sensori,Coordinate
H4 - Vivaro,"Tensione Batteria, Umidità, Pressione, Bagnatura fogliare, Temperatura, Pioggia, Temperatura al suolo, Temperatura a 50 cm, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento a 2 m (intensità), Vento raffica (direzione), Vento raffica (intensità), Temperatura sotto suolo (10cm)","12° 46' 10.92'' E, 46° 04' 37.92'' N"
PCIV - Tesis T.Colvera,Idrometro,"12° 47' 20.00'' E, 46° 07' 30.00'' N"
PCIV - Basaldella di Vivaro,"Umidità, Temperatura, Pioggia","12° 47' 26.02'' E, 46° 05' 16.98'' N"
