Denominazione,Indirizzo,Coordinate
001 - SCUOLA DELL'INFANZIA DI LATISANA/GORGO,Gorgo - via Manin,"13° 01' 07.14'' E, 45° 44' 51.20'' N"
002 - SCUOLA PRIMARIA EDMONDO DE AMICIS,Latisana - Viale Stazione 35,"12° 59' 57.47'' E, 45° 46' 39.25'' N"
003 - SCUOLA PRIMARIA IPPOLITO NIEVO,Latisanotta - via Viola,"12° 59' 22.90'' E, 45° 47' 15.11'' N"
004 - SCUOLA PRIMARIA GIOVANNI PASCOLI,Pertegada - Via del Molo,"13° 02' 37.28'' E, 45° 43' 18.67'' N"
005 - SCUOLA PRIMARIA PIETRO ZORUTTI,Paludo - Via Tisanella,"13° 01' 04.81'' E, 45° 46' 19.33'' N"
006 - SCUOLA SECONDARIA DI 1° GRADO PELOSO GASPARI,Latisana - via verdi 4,"12° 59' 56.83'' E, 45° 46' 23.46'' N"
007 - SCUOLA DELL'INFANZIA IL PIANETA DEL PICCOLO PRINCIPE,Pertegada - Via don Picotti,"13° 02' 37.66'' E, 45° 43' 33.31'' N"
008 - SCUOLA SECONDARIA DI 2° GRADO L. PLOZNER - IPSIA,TEMPIO - Via Tempio,"12° 59' 54.83'' E, 45° 47' 05.49'' N"
009 - SCUOLA SECONDARIA DI 2° GRADO ENRICO MATTEI - IPSC,Zona Tempio - Via del Tempio,"12° 59' 51.87'' E, 45° 47' 06.47'' N"
010 - SCUOLA SECONDARIA DI 2° GRADO LICEO SCIENTIFICO LATISANA,Zona Tempio - Via del Tempio,"12° 59' 51.72'' E, 45° 47' 05.26'' N"
011 - SCUOLA SECONDARIA DI 2° GRADO - palestra,Zona Tempio - Via del Tempio,"12° 59' 52.66'' E, 45° 47' 07.52'' N"
012 - SCUOLA DELL'INFANZIA PARITARIA DON G. BARADELLO,Latisanotta - Via della Libertà  23,"12° 59' 26.51'' E, 45° 47' 19.58'' N"
013 - SCUOLA DELL'INFANZIA PARITARIA ROSA DE EGREGIS GASPARI,Latisana - Via E. Gaspari 54,"12° 59' 46.25'' E, 45° 46' 50.00'' N"
014 - SCUOLA SECONDARIA DI 2° GRADO SEDE ASSOCIATA ITC LATISANA,TEMPIO - Via Tempio,"12° 59' 51.12'' E, 45° 47' 06.42'' N"
015 - SCUOLA SECONDARIA DI 2° GRADO SEDE ASSOCIATA ITI LATISANA,TEMPIO - Via Tempio,"12° 59' 49.59'' E, 45° 47' 06.25'' N"
