Denominazione,Indirizzo,Coordinate
003 - Area accanto scuola primaria,Latisanotta - Via Viola,"12° 59' 23.68'' E, 45° 47' 13.91'' N"
004 - Piazza Matteotti,Latisana - Piazza Matteotti,"12° 59' 45.54'' E, 45° 46' 39.62'' N"
007 - Parcheggio via Vicinia,Gorgo - Via Vicinia,"13° 00' 59.42'' E, 45° 44' 41.86'' N"
011 - Piazzale Intermodale,Latisana - Via Beorchia,"13° 00' 07.40'' E, 45° 46' 38.48'' N"
013 - Parcheggio Eurodespar,Capoluogo - Via Marconi,"13° 00' 19.91'' E, 45° 47' 03.82'' N"
014 - Via Casette,Pertegada - Via Casette,"13° 02' 52.28'' E, 45° 42' 49.89'' N"
015 - Parcheggio Via Martin,Paludo - Via E. L. Martin,"13° 01' 06.78'' E, 45° 46' 18.83'' N"
"018 - Parcheggio ristorante ""alle Crosere""","Crosere - via Crosere, via Trento","13° 01' 13.68'' E, 45° 47' 32.71'' N"
019 - Via Mauro,Capoluogo - via Mauro,"13° 00' 58.20'' E, 45° 45' 53.70'' N"
020 - Via Braccio di Volta,Gorgo - Via Braccio di Volta,"13° 01' 57.06'' E, 45° 44' 42.41'' N"
021 - Via Tomadini,Via Tomadini,"13° 00' 23.21'' E, 45° 45' 28.50'' N"
022 - Scuola Picchi,Picchi - Via Forte,"13° 03' 19.73'' E, 45° 42' 19.22'' N"
023 - Scuola primaria Pertegada,Pertegada - Via Don Piccotti,"13° 02' 39.26'' E, 45° 43' 18.72'' N"
024 - Area antistante Palazzetto dello Sport,Capoluogo - Via Bottari,"12° 59' 54.05'' E, 45° 47' 09.34'' N"
025 - Parcheggio antistante obitorio,capoluogo - Via Stretta,"13° 00' 09.61'' E, 45° 46' 13.83'' N"
"026 - Parcheggio via Trento, via Lignano Nord",Crosere - Via Trento,"13° 01' 16.17'' E, 45° 46' 57.17'' N"
027 - Parcheggio viale Aprilia Marittima,Aprilia Marittima - Viale Aprilia Marittima,"13° 04' 04.18'' E, 45° 41' 30.95'' N"
028 - Slargo via della Rinascita,Bevazzana - Via della Rinascita,"13° 04' 43.60'' E, 45° 40' 52.15'' N"
