Denominazione,Indirizzo,Coordinate
"001 - Scuola secondaria di 2° grado - ""Giuseppe Marchetti"" - Gemona del Friuli (UD)",Gemona del Friuli (UD) - via Praviolai 4 - 33013 - Gemona del Friuli (UD),"13° 07' 35.82'' E, 46° 17' 01.03'' N"
002 - Centro di Formazione Professionale IAL - Gemona del Friuli (UD),Gemona del Friuli (UD) - Via Praviolai - 33013 - Gemona del Friuli (UD),"13° 07' 28.43'' E, 46° 17' 04.04'' N"
003 - Scuola Primaria - Ospedaletto - Gemona del Friuli (UD),Ospedaletto - Gemona del Friuli (UD) - Via Nazionale - 33013 - Gemona del Friuli (UD),"13° 07' 05.35'' E, 46° 17' 55.77'' N"
004 - Scuola Primaria - Ospedaletto - palestra - Gemona del Friuli (UD),Ospedaletto - Gemona del Friuli (UD) - Via Nazionale - 33013 - Gemona del Friuli (UD),"13° 07' 05.83'' E, 46° 17' 53.12'' N"
005 - Scuola dell'Infanzia - Capoluogo - Gemona del Friuli (UD),Gemona del Friuli (UD) - via Cappuccini - 33013 - Gemona del Friuli (UD),"13° 08' 16.33'' E, 46° 16' 50.35'' N"
007 - Scuola Primaria - Piovega - Gemona del Friuli (UD),Piovega - Gemona del Friuli (UD) - via dei Pioppi 45,"13° 08' 03.63'' E, 46° 16' 25.48'' N"
008 - Scuola Primaria - Piovega - palestra - Gemona del Friuli (UD),Piovega - via dei Pioppi 45 - 33013 - Gemona del Friuli (UD),"13° 08' 01.23'' E, 46° 16' 25.48'' N"
"012 - Scuola Secondaria di 2° grado - ""Raimondo D'Aronco"" - ITI - Gemona del Friuli (UD)",Gemona del Friuli (UD) - via Battiferro 7 - 33013 - Gemona del Friuli (UD),"13° 07' 32.94'' E, 46° 17' 07.52'' N"
"013 - Scuola Secondaria di 2° grado - ""Raimondo D'Aronco"" - IPSIA - Gemona del Friuli (UD)",Gemona del Friuli - via Battiferro 3 - 33013 - Gemona del Friuli (UD),"13° 07' 32.94'' E, 46° 17' 07.52'' N"
"014 - Scuola Secondaria di 2° grado - ""Luigi Magrini"" - Gemona del Friuli (UD)",Gemona del Friuli (UD) - via Praviolai 18 - Gemona del Friuli (UD),"13° 07' 35.14'' E, 46° 17' 03.35'' N"
"015 - Scuola Secondaria di 1° grado - ""Gen. Antonio Cantore"" - Gemona del Friuli (UD)","Gemona del friuli (UD) - via D'Aronco, 1 - 33013 - Gemona del Friuli (UD)","13° 07' 59.32'' E, 46° 16' 35.26'' N"
"016 - Scuola dell'Infazia Paritaria - ""p. Tarcisio Martina"" - Ospedaletto - Gemona del Friuli (UD)","Ospedaletto - Gemona del Friuli (UD) - Via Ippolito Nievo, 14 - 33013 - Gemona del Friuli (UD)","13° 06' 59.34'' E, 46° 17' 49.21'' N"
"017 - Scuola dell'infanzia Paritaria - ""Santa Maria degli Angeli"" - Gemona del Friuli (UD)",Gemona del Friuli (UD) - Via Dante 4 - 33013 - Gemona del Friuli (UD),"13° 08' 04.55'' E, 46° 16' 39.14'' N"
"018 - Scuola Primaria Paritaria - ""Santa Maria degli Angeli"" - Gemona del Friuli (UD)",Gemona del Friuli (UD) - Via Dante 4 - 33013 - Gemona del Friuli (UD),"13° 08' 05.30'' E, 46° 16' 41.52'' N"
"019 - Scuola Secondaria di 1° grado - ""Santa Maria degli Angeli"" - Gemona del Friuli (UD)",Gemona del Friuli (UD) - Via Dante 4 - 33013 - Gemona del Friuli (UD),"13° 08' 03.04'' E, 46° 16' 40.43'' N"
020 - Scuola dell'Infanzia - Piovega - Gemona del Friuli (UD),Piovega - Gemona del Friuli (UD) - Via Piovega - 33013 - Gemona del Friuli (UD),"13° 08' 06.46'' E, 46° 16' 26.31'' N"
