Denominazione,Indirizzo,Coordinate
001 - Area Centro Ricreativo Taboga,Taboga - Gemona del Friuli (UD) - Via Osoppo-Via Venuti - 33013 - Gemona del Friuli (UD),"13° 06' 36.77'' E, 46° 15' 59.69'' N"
002 - Area antistante Centro ricreativo Campo Lessi,Campolessi - Gemona del Friuli (UD) - Via Campo - 33013 - Gemona del Friuli (UD),"13° 07' 01.86'' E, 46° 15' 11.80'' N"
006 - Area Servizi Maniaglia,Maniaglia - Gemona del Friuli (UD) - Via IV Novembre - 33013 - Gemona del Friuli (UD),"13° 09' 07.03'' E, 46° 15' 53.74'' N"
"010 - Area Parchetto ""Case Ater Via Tarcento""",Piovega-Godo - Gemona del Friuli (UD) - Via della Roggia - 33013 - Gemona del Friuli (UD),"13° 08' 11.40'' E, 46° 16' 18.22'' N"
"014 - Parcheggio ""Campo Sportivo Simonetti""",Capoluogo - Gemona del Friuli (UD) - Via Monte Cjampon - 33013 - Gemona del Friuli (UD),"13° 08' 05.08'' E, 46° 17' 07.68'' N"
"015 - Piazzale ""Palestra polo Scolastico Superiore""",Praviolai - Gemona del Friuli (UD) - Via Praviolai - 33013 - Gemona del Friuli (UD),"13° 07' 39.62'' E, 46° 17' 00.82'' N"
"017 - Parcheggio""Osteria da Rico""",Campagnola - Gemona del Friuli (UD) - Via Campagnola - 33013 - Gemona del Friuli (UD),"13° 06' 43.29'' E, 46° 17' 11.51'' N"
021 - Parco Via Dante,Capoluogo - Gemona del Friuli (UD) - Via Dante - 33013 - Gemona del Friuli (UD),"13° 08' 07.51'' E, 46° 16' 36.72'' N"
022 - Parcheggio Duomo-Via Sottocastello,Via Sottocastello (ex area di recupero pietre del castello) - Gemona del Friuli (UD) - Via Sottocastello - 33013 - Gemona del Friuli (UD),"13° 08' 27.75'' E, 46° 16' 28.88'' N"
023 - Centro Ricreativo/Sportivo l'Aser,L'aser - Gemona del Friuli (UD) - Via Gleseute - 33013 - Gemona del Friuli (UD),"13° 08' 22.57'' E, 46° 17' 28.03'' N"
024 - Area laterale Scuole elem. Ospedaletto,Ospedaletto - Gemona del Friuli (UD) - Via Nazionale - 33013 - Gemona del Friuli (UD),"13° 07' 07.33'' E, 46° 17' 56.45'' N"
025 - Piazzale Franco Bertagnolli,Piovega - Gemona del Friuli (UD) - Piazzale Franco Bertagnolli - 33013 - Gemona del Friuli (UD),"13° 07' 49.19'' E, 46° 16' 27.49'' N"
026 - Parcheggio parco giochi Via Trasaghis,Campagnola - Gemona del Friuli (UD) - Via Trasaghis - 33013 - Gemona del Friuli (UD),"13° 06' 46.45'' E, 46° 16' 51.48'' N"
027 - Via Cjamparis fronte fornace,Ospedaletto - Gemona del Friuli (UD) - Via Cjamparis - 33013 - Gemona del Friuli (UD),"13° 07' 23.41'' E, 46° 17' 31.50'' N"
028 - Parcheggio Condominio Tigli - Via Sofia Pecol,Properzia - Via Sofia Pecol. Gemona del Friuli (UD),"13° 07' 47.86'' E, 46° 15' 53.71'' N"
029 - Parcheggio Bravi Market,Taboga - Via Taboga - 33013 - Gemona del Friuli (UD),"13° 06' 32.47'' E, 46° 16' 35.74'' N"
