Denominazione,Indirizzo,Coordinate
001 - area verde lottizzazione Pratobello - via Verdi,"San Quirino capoluogo - via Verdi, lottizzazione Pratobello","12° 40' 24.91'' E, 46° 01' 57.66'' N"
002 - Parcheggio cimitero San Quirino,San Quirino capoluogo - via Beorchia,"12° 41' 00.23'' E, 46° 01' 49.55'' N"
003 - area parco Brolo di Villa Cattaneo,San Quirino capoluogo - via di Villa Cattaneo,"12° 40' 53.80'' E, 46° 02' 12.63'' N"
004 - area p.zza M.Teresa di Calcutta - Sedrano,frazione di Sedrano di San Quirino - piazza Madre Teresa di Calcutta,"12° 40' 01.39'' E, 46° 03' 13.56'' N"
005 - area parcheggio Stella - Sedrano,"frazione di Sedrano di San Quirino - via della Chiesa, 60","12° 39' 26.40'' E, 46° 03' 15.12'' N"
006 - Area parcheggio est - Sedrano,frazione Sedrano di San Quirino - via San Foca,"12° 40' 17.19'' E, 46° 03' 18.22'' N"
007 - Area piazza Garibaldi - San Foca,frazione San Foca di San Quirino - piazza Garibaldi,"12° 41' 32.37'' E, 46° 03' 31.94'' N"
008 - area sterrata San Urbano di San Foca,frazione San Foca di San Quirino - via de Bortoli,"12° 41' 12.63'' E, 46° 03' 29.26'' N"
011 - area di attesa della zona industriale,parco pubblico zona industriale - via dei Celti - via degli Etruschi,"12° 38' 55.80'' E, 46° 01' 50.57'' N"
012 - Pesa S.Foca,San Foca - ,"12° 41' 33.08'' E, 46° 03' 21.77'' N"
013 - Incrocio Partidor,San Foca - via Partidor - via Casagrande,"12° 41' 52.00'' E, 46° 03' 36.19'' N"
