Denominazione,Indirizzo,Coordinate
001 - Centro polifunzionale di Ramuscello,Ramuscello - Via Battaglione Gemona 12,"12° 53' 09.94'' E, 45° 52' 46.00'' N"
002 - Scuola dell'infanzia di Ramuscello,frazione Ramuscello - Via Silvio Pellico 2,"12° 53' 14.38'' E, 45° 52' 36.86'' N"
003 - Palestra di Bagnarola,frazione Bagnarola - Via Vissignano 6,"12° 51' 44.23'' E, 45° 52' 14.87'' N"
005 - Sede Alpini di Bagnarola,frazione Bagnarola - Via Pietro Gobetti 5,"12° 51' 50.91'' E, 45° 52' 10.54'' N"
006 - Scuola primaria di Bagnarola,frazione Bagnarola - Via Santa Lucia 11,"12° 51' 32.80'' E, 45° 52' 10.79'' N"
008 - Palazzetto Burovich,Capoluogo - Via Roma 1,"12° 48' 57.14'' E, 45° 50' 51.08'' N"
009 - Barchessa Piccola,Capoluogo - Piazza Cardinale Barbo 2 int. 2,"12° 48' 58.42'' E, 45° 50' 52.26'' N"
010 - Palestra Capoluogo,Capoluogo - Via Iulia Concordia 26,"12° 48' 54.25'' E, 45° 50' 41.44'' N"
011 - Scuola dell'Infanzia del Capoluogo,Capoluogo - Via Giotto da Bondone 44,"12° 48' 46.91'' E, 45° 50' 58.18'' N"
012 - Antenna telefonia n.1 - Parcheggio Zona Industriale,Capoluogo - Via Zona Industriale,"12° 48' 32.23'' E, 45° 51' 14.75'' N"
013 - Antenna telefonia n.2 - Parcheggio Zona Industriale,Capoluogo - Via Zona Industriale,"12° 48' 34.30'' E, 45° 51' 13.34'' N"
014 - Antenna telefonia n.3 - Via Zona Industriale,Capoluogo - Via Zona Industriale,"12° 48' 48.69'' E, 45° 51' 05.50'' N"
015 - Cabina di trasformazione Via Banduzzo,frazione Marignana - Via Banduzzo,"12° 47' 41.81'' E, 45° 51' 16.30'' N"
016 - Impianto di intercettazione SNAM,frazione Marignana - Via Cornia,"12° 46' 50.98'' E, 45° 51' 50.03'' N"
017 - Antenna telefonia n.4 - Via Risorgimento,frazione Ramuscello - Via Risorgimento,"12° 53' 20.93'' E, 45° 52' 43.79'' N"
018 - Quadro Telecom,frazione Ramuscello - Via Garibaldi,"12° 52' 57.75'' E, 45° 52' 56.22'' N"
019 - Depuratore - Capoluogo,Capoluogo - Viale degli Olmi,"12° 48' 38.49'' E, 45° 50' 43.25'' N"
020 - Depuratore - frazione Bagnarola,frazione Bagnarola - Via Borgo di Sotto,"12° 51' 38.71'' E, 45° 51' 29.20'' N"
021 - Paratoie sul Fiume Reghena,Capoluogo - Piazza Cardinale Barbo,"12° 48' 55.08'' E, 45° 50' 51.90'' N"
022 - Paratoie sul canale scolmatore del Rio Cao Maggiore,frazione Marignana - Via XXX Aprile,"12° 48' 18.87'' E, 45° 51' 36.46'' N"
023 - Paratoie sul canale Nuovo Reghena,Località Mure - Località Mure,"12° 48' 03.50'' E, 45° 49' 52.50'' N"
024 - 024 - Scuola primaria Capoluogo,Capoluogo - Via Iulia Concordia,"12° 48' 55.16'' E, 45° 50' 41.41'' N"
025 - Antenna telefonia 5 Bagnarola,Bagnarola - Via Gobetti 3,"12° 51' 48.85'' E, 45° 52' 11.67'' N"
