Denominazione,Sensori,Coordinate
PCIV - Platischis,"Temperatura, Pioggia","13° 22' 48.00'' E, 46° 14' 34.01'' N"
PCIV - Ponte Sambo,"Umidità, Temperatura, Idrometro, Pioggia","13° 19' 45.98'' E, 46° 16' 00.98'' N"
PCIV - Gran Monte,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","13° 21' 02.99'' E, 46° 17' 25.01'' N"
