Denominazione,Sensori,Coordinate
PCIV - Rifugio Maniago,"Umidità, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Vento raffica (direzione), Vento raffica (intensità)","12° 23' 38.00'' E, 46° 19' 14.02'' N"
PCIV - Erto e Casso,"Umidità, Pressione, Altezza della neve, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","12° 22' 14.02'' E, 46° 16' 40.01'' N"
