Denominazione,Sensori,Coordinate
PCIV - Zellina impianto,Portata,"13° 10' 25.00'' E, 45° 49' 40.01'' N"
PCIV - Carlino impianto Cormor,Portata,"13° 09' 09.00'' E, 45° 47' 55.00'' N"
