Denominazione,Indirizzo,Coordinate
001 - Parcheggio palestra comunale,Carlino - via Rizzolo,"13° 11' 01.88'' E, 45° 48' 05.93'' N"
002 - San Gervasio - Parcheggio chiesa nuova,San Gervasio - Via Muzzana - SP 70,"13° 09' 40.13'' E, 45° 48' 38.64'' N"
003 - Lottizzazione via VIII Reggimento,San Gervasio - via Zavattina,"13° 09' 35.54'' E, 45° 48' 48.23'' N"
005 - Lotto c/o via Carnia,Carlino - via San Gervasio ang. via Carnia,"13° 11' 07.89'' E, 45° 48' 13.21'' N"
006 - Parco via Friuli,Carlino - via Friuli,"13° 10' 52.13'' E, 45° 48' 15.54'' N"
007 - parcheggio pub Mistral,Carlino - via San Giorgio,"13° 11' 25.55'' E, 45° 48' 13.68'' N"
008 - Parcheggio Area Artigianale,Carlino - via San Giorgio,"13° 11' 49.50'' E, 45° 48' 23.56'' N"
009 - Parco via Aquileia,Carlino - via Aquileia,"13° 11' 43.41'' E, 45° 47' 47.21'' N"
010 - via Pradulins,Pradulins - via Pradulins,"13° 10' 29.82'' E, 45° 47' 25.12'' N"
011 - Parcheggio Friulpesca,Colomba - via Marano,"13° 10' 19.50'' E, 45° 46' 37.14'' N"
012 - Parco via Nimis,Maranutto nord - via Nimis/Tolmezzo,"13° 10' 04.88'' E, 45° 46' 33.16'' N"
013 - Campo confine Marano (via Majano),Maranutto sud - via Marano ang. via Majano,"13° 10' 04.49'' E, 45° 46' 09.18'' N"
