Denominazione,Indirizzo,Coordinate
001 - Oznebrida,Oznebrida - ,"13° 36' 58.26'' E, 46° 10' 26.04'' N"
002 - Cras,Cras - ,"13° 37' 21.94'' E, 46° 10' 29.50'' N"
003 - Lase,Lase - ,"13° 37' 38.40'' E, 46° 10' 57.84'' N"
004 - Drenchia ,Trusgne - ,"13° 38' 11.31'' E, 46° 11' 00.75'' N"
005 - Trinco,Trinco - ,"13° 38' 35.81'' E, 46° 10' 57.06'' N"
006 - Crai ,Crai  - ,"13° 39' 12.00'' E, 46° 10' 49.52'' N"
007 - Zuodar,Zuodar  - ,"13° 38' 59.82'' E, 46° 10' 48.91'' N"
008 - Clabuzzaro,Clabuzzaro - ,"13° 39' 08.78'' E, 46° 10' 20.20'' N"
009 - Prapotnizza,Prapotnizza,"13° 38' 32.71'' E, 46° 10' 23.26'' N"
010 - Obenetto,Obenetto,"13° 38' 07.13'' E, 46° 09' 49.48'' N"
011 - Zavart,Zavart,"13° 38' 37.17'' E, 46° 09' 39.91'' N"
012 - Scale,Scale,"13° 38' 44.05'' E, 46° 09' 29.94'' N"
013 - Obranche,Obranche,"13° 37' 59.50'' E, 46° 09' 31.83'' N"
014 - Paciuch 1,Paciuch ,"13° 37' 48.95'' E, 46° 10' 15.39'' N"
015 - Paciuch 2,Paciuch ,"13° 37' 48.33'' E, 46° 10' 17.57'' N"
016 - Trusgne,Trusgne,"13° 36' 38.67'' E, 46° 10' 09.25'' N"
017 - Peternel,Peternel - Peternel,"13° 37' 03.58'' E, 46° 09' 34.36'' N"
