Denominazione,Indirizzo,Coordinate
001 - Parcheggio Parco Commerciale,Piandipan - Via Pontebbana,"12° 42' 50.81'' E, 45° 56' 41.66'' N"
002 - Gruppo Ricreativo Sportivo Culturale 1° Maggio,Quartiere I° Maggio - Via Val d'Aosta,"12° 43' 22.13'' E, 45° 56' 17.90'' N"
003 - Parcheggio Campo Sportivo Pescincanna,Pescincanna - Via Formentini,"12° 45' 18.48'' E, 45° 56' 31.13'' N"
004 - Piazzale Del Des,Capoluogo - Piazzale Del Des,"12° 44' 03.01'' E, 45° 55' 47.47'' N"
005 - Parco Pubblico Via Ricchieri,Capoluogo - Via Ricchieri - Via Trento,"12° 44' 10.55'' E, 45° 55' 39.47'' N"
006 - Campo Sportivo Fiume Veneto,Capoluogo - Via Verdi,"12° 44' 37.24'' E, 45° 55' 41.61'' N"
007 - Parcheggio Via Liut,Capoluogo - Via Liut,"12° 44' 01.26'' E, 45° 55' 30.19'' N"
008 - Centro Sportivo e Ricreativo Tavella,Tavella - Via Tavella,"12° 43' 11.99'' E, 45° 55' 18.65'' N"
009 - Parcheggio Cimpello,Cimpello - Piazza San Tommaso,"12° 42' 00.64'' E, 45° 54' 41.22'' N"
010 - Parco Chiesa Praturlone,Praturlone - Piazza San Giacomo,"12° 44' 10.85'' E, 45° 54' 13.07'' N"
011 - Campo Sportivo Bannia,Bannia - Via Nino Bixio,"12° 45' 46.03'' E, 45° 54' 44.34'' N"
012 - Parcheggio Piazzetta Chiarandini,Bannia - Via Dei Tigli,"12° 45' 31.11'' E, 45° 55' 03.33'' N"
013 - Chiesetta  San Antonio ,Rivatte di Bannia - Via San Vito,"12° 46' 35.91'' E, 45° 55' 10.60'' N"
014 - Parcheggio località Le Fratte,Le Fratte di Cimpello - Via Hude,"12° 42' 32.70'' E, 45° 54' 23.83'' N"
015 - Parcheggio Supermercato SIST,Capoluogo - Via Giovanni XXIII,"12° 43' 39.99'' E, 45° 55' 48.62'' N"
"016 - Area verde ""Mortol""",Capoluogo - Vicolo Livenza,"12° 43' 50.14'' E, 45° 55' 56.80'' N"
017 - Parcheggio Strada dei Conti,Bannia - Via Strada dei Conti,"12° 45' 26.62'' E, 45° 55' 14.87'' N"
