Denominazione,Indirizzo,Coordinate
002 - Qualso INCROCIO s.p. 58,QUALSO - VIA FANZIO,"13° 14' 31.71'' E, 46° 10' 29.42'' N"
003 - Qualso nuovo,QUALSO NUOVO - VIA DEL CORNAPPO S.P. N° 38,"13° 14' 33.88'' E, 46° 10' 51.15'' N"
"004 - Vergnacco, area simposio",FRAZIONE VERGNACCO - VIA ANTICA FRAZIONE VERGNACCO A REANA DEL ROJALE,"13° 14' 31.58'' E, 46° 09' 39.04'' N"
007 - CORTALE AGRARIA,FRAZIONE CORTALE - VIA M. FABRIZIO FRAZIONE CORTALE A REANA DEL ROJALE,"13° 15' 14.59'' E, 46° 09' 32.56'' N"
"008 - Zompitta, Via Pigani",FRAZIONE ZOMPITTA - VIA PIGANI FRAZIONE ZOMPITTA COMUNE DI REANA DEL ROJALE,"13° 15' 11.76'' E, 46° 09' 57.26'' N"
"009 - Zompitta, Via Pigani 2",FRAZIONE ZOMPITTA - VIA PIGANI FRAZIONE DI ZOMPITTA A REANA DEL ROJALE,"13° 15' 11.91'' E, 46° 10' 10.44'' N"
010 - Borgo Segat,FRAZIONE VALLE - VIA SEGAT N° 46 FRAZIONE VALLE A REANA DEL ROJALE,"13° 15' 01.58'' E, 46° 09' 19.47'' N"
"012 - Valle, Essicatoio Ribis",FRAZIONE VALLE - VIA J. TOMADINI FRAZIONE VALLE A REANA DEL ROJALE,"13° 14' 28.01'' E, 46° 09' 17.12'' N"
014 - REMUGNANO VIA VERDI,FRAZIOE REMUGNANO - VIA VERDI FRAZIONE REMUGNANO A REANA DEL ROJALE,"13° 14' 42.59'' E, 46° 08' 55.44'' N"
016 - RIZZOLO  VIA SAN ROCCO,FRAZIONE RIZZOLO - VIA SAN ROCCO FRAZIONE DI RIZZOLO A REANA DEL ROJALE,"13° 14' 55.70'' E, 46° 08' 36.37'' N"
"018 - Rizzolo, Parcheggio cimitero",FRAZIONE RIZZOLO - VIA DEL CIMITERO FRAZIONE RIZZOLO,"13° 14' 50.62'' E, 46° 08' 23.24'' N"
"019 - Rizzolo, Area festeggiamenti",FRAZIONE RIZZOLO - VIA BATTIFERRO FRAZIONE RIZZOLO A REANA DEL ROJALE,"13° 15' 00.45'' E, 46° 08' 13.02'' N"
"021 - Ribis, Santuario",FRAZIONE RIBIS - VIA BADINI FRAZIONE RIBIS A REANA DEL ROJALE,"13° 14' 26.64'' E, 46° 08' 22.69'' N"
"022 - RIBIS, Piazza Ospedale",FRAZIONE RIBIS - PIAZZA OSPEDALE,"13° 14' 27.86'' E, 46° 08' 10.73'' N"
"024 - Località Morena, Parco giochi",MORENA - VIA M. BUONAROTTI,"13° 13' 10.76'' E, 46° 08' 40.15'' N"
"025 - Reana, Via Raffaello Sanzio",REANA - VIA R. SANZIO,"13° 13' 39.45'' E, 46° 08' 43.60'' N"
"028 - Reana, piazzale vecchia posta",REANA - VIA E. FERMI,"13° 14' 16.23'' E, 46° 08' 38.86'' N"
"029 - Reana, Centa",REANA - VIA VITTORIO VENETO A REANA DEL ROJALE,"13° 13' 58.53'' E, 46° 08' 44.40'' N"
"031 - Reana, Via Mameli",REANA - VIA MAMELI,"13° 13' 49.53'' E, 46° 08' 55.59'' N"
"032 - Reanuzza, piazzale caserma Patussi",REANUZZA - VIA V. VENETO FRAZIONE REANUZZA A REANA DEL ROJALE,"13° 13' 30.87'' E, 46° 09' 07.86'' N"
"033 - Reana, Via XXIV Maggio",VIA XXIV MAGGIO A REANA,"13° 14' 19.29'' E, 46° 08' 53.32'' N"
034 - BUESS,FRAZIONE DI QUALSO - VIA BUESS,"13° 14' 58.32'' E, 46° 10' 30.94'' N"
035 - VERGNACCO VIA COSSETTINI,VERGNACCO - VIA COSSETTINI FRAZIONE VERGNACCO A REANA DEL ROJALE,"13° 14' 43.20'' E, 46° 09' 43.93'' N"
036 - EX CASERMA NANINO,SAN BERNARDO - VIA SAN BERNARDO,"13° 15' 33.27'' E, 46° 06' 48.38'' N"
