Denominazione,Sensori,Coordinate
PCIV - Zompitta Idro,Idrometro,"13° 15' 23.00'' E, 46° 09' 49.00'' N"
PCIV - Zompitta Meteo,"Umidità, Pressione, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","13° 15' 16.99'' E, 46° 10' 17.00'' N"
PCIV - Ponte di Nimis,Idrometro,"13° 15' 02.99'' E, 46° 11' 20.00'' N"
