Denominazione,Indirizzo,Coordinate
001 - Parcheggio Chiesa S. Giovanni,San Giovanni  - Piazza Maggiore,"12° 30' 45.44'' E, 46° 01' 27.59'' N"
002 - Via Pordenone,San Giovanni - Via Pordenone,"12° 30' 33.37'' E, 46° 01' 33.40'' N"
003 - Scuole Medie Polcenigo,Polcenigo - Via Piantuzze,"12° 29' 59.57'' E, 46° 02' 09.15'' N"
004 - Parcheggio Santissima,Santissima - Via Santissima,"12° 28' 44.55'' E, 46° 01' 22.93'' N"
005 - Chiesa Coltura,COLTURA - VIA DELL'OVRE,"12° 29' 24.54'' E, 46° 01' 55.63'' N"
006 - Mezzomonte,Mezzomonte - Via Brigate Partigiane,"12° 29' 32.56'' E, 46° 02' 46.46'' N"
007 - Parcheggio San Rocco,SAN ROCCO - VIA SAN ROCCO,"12° 29' 54.49'' E, 46° 01' 44.45'' N"
008 - Località Valle,LOCALITA' VALLLE - STRADA PROVINCIALE LOCALITA' VALLE,"12° 28' 29.22'' E, 46° 00' 48.26'' N"
009 - Mobilificio MOMO,SAN GIOVANNI - VIA PORDENONE,"12° 30' 40.69'' E, 46° 01' 09.85'' N"
010 - Ristorante alla Fontaniva,"FONTANIVA - VIA SACILE, 22","12° 30' 26.87'' E, 46° 00' 28.25'' N"
011 - Parcheggio ex Bar da Betty,SAN GIOVANNI DI MEZZO - VIA PIZZOCH,"12° 31' 03.97'' E, 46° 01' 47.12'' N"
012 - Parcheggio Gorgazzo,Gorgazzo - Via Polcenigo,"12° 29' 48.76'' E, 46° 02' 14.01'' N"
013 - Via Mariet,Range - Via Mariet,"12° 30' 15.68'' E, 46° 02' 17.26'' N"
014 - parco Via Polcenigo presso Bravin Rino,Polcenigo - Via Polcenigo,"12° 30' 13.10'' E, 46° 01' 57.50'' N"
