Denominazione,Indirizzo,Coordinate
001 - CHIESA VALERIANO,VALERIANO - VIA ROMA,"12° 55' 02.50'' E, 46° 10' 05.79'' N"
003 - MULINO AMPIANO,Borgo Ampiano - Strada provinciale ,"12° 53' 48.90'' E, 46° 09' 52.18'' N"
004 - PIAZZA PINZANO,Capoluogo - Via 20 settembre,"12° 56' 43.61'' E, 46° 10' 58.87'' N"
006 - CAMPEIS,frazione Campeis - Piazza antistante la Chiesa,"12° 56' 59.37'' E, 46° 11' 31.61'' N"
007 - COLLE,COLLE - Piazza della Chiesa,"12° 57' 12.04'' E, 46° 11' 59.37'' N"
008 - PRADALDON,Pradaldon - Località Pradaldon parcheggio inizio centro abitato,"12° 56' 41.91'' E, 46° 12' 16.50'' N"
009 - MANAZZONS,frazione Manazzons - Piazza Principale sotto la chiesa,"12° 56' 00.04'' E, 46° 12' 30.86'' N"
010 - BORGO MIZZARI,Borgo Mizzari - incrocio con strada interpoderale,"12° 55' 08.85'' E, 46° 09' 05.77'' N"
011 - GIARDINO CASA RIPOSO VALERIANO,Valeriano - Via Sottoplovia 21,"12° 55' 21.96'' E, 46° 10' 11.58'' N"
012 - MONUMENTO AI CADUTI PINZANO,Pinzano al Tagliamento - Via XX Settembre 9,"12° 56' 55.53'' E, 46° 11' 03.69'' N"
013 - PIAZZETTA CLEAN PINZANO,PInzano al Tagliamento - Via XX Settembre 162,"12° 56' 01.39'' E, 46° 10' 52.38'' N"
014 - COSTABEORCHIA,Costabeorchia - Località Costabeorchia 14,"12° 56' 04.63'' E, 46° 11' 39.06'' N"
