Denominazione,Indirizzo,Coordinate
003 - Ronchis piazza,Ronchis - Piazza 4 Novembre,"13° 19' 35.14'' E, 46° 07' 43.82'' N"
004 - Campeglio Piazza chiesa,Campeglio - Via San Michele,"13° 21' 44.70'' E, 46° 07' 50.16'' N"
005 - Canebola,Canebola - Via Sant Antonio,"13° 22' 58.30'' E, 46° 10' 45.37'' N"
"006 - Valle ""baracca Bearzi""",Valle - Via Pocivalla,"13° 23' 36.66'' E, 46° 09' 26.82'' N"
007 - Canal di Grivò,Canal di Grivò - Adicente strada per Canal di Grivo,"13° 21' 29.71'' E, 46° 09' 49.95'' N"
"041 - Canal del ferro Località ""Crosade"" ",Borgo Canal del Ferro - borgo Canal del Ferro,"13° 21' 30.78'' E, 46° 09' 35.20'' N"
042 - Borgo Scubla ,Borgo Scubla - borgo Scubla,"13° 21' 14.03'' E, 46° 09' 36.40'' N"
043 - Costapiana,Borgo Costapiana - piazzetta,"13° 21' 33.61'' E, 46° 10' 25.69'' N"
044 - Gradischiutta,strada comunale - strada comunale,"13° 21' 45.83'' E, 46° 10' 28.23'' N"
045 - Clap,Borgo Clap - piazza,"13° 22' 02.18'' E, 46° 10' 51.68'' N"
046 - Via dei Mulini - Faedis,Faedis - Via dei Mulini,"13° 20' 54.34'' E, 46° 09' 11.38'' N"
047 - Via del Convento - Faedis,Faedis - via del Convento,"13° 20' 53.91'' E, 46° 08' 59.13'' N"
051 - Munumento Resistenza - Faedis,Faedis - Via Stentarie,"13° 20' 26.59'' E, 46° 09' 07.40'' N"
052 - Via Lea d'Orlandi,Faedis - Via Lea d'Orlandi,"13° 20' 29.74'' E, 46° 08' 54.07'' N"
053 - Casali De Luca,Casali de Luca - casali De Luca,"13° 20' 15.93'' E, 46° 08' 20.41'' N"
054 - Centro Sportivo Castellterçol,Faedis - Via Polisportivo,"13° 20' 57.08'' E, 46° 08' 24.98'' N"
058 - Raschiacco,Raschiacco - Via dei Campi,"13° 21' 41.93'' E, 46° 08' 30.37'' N"
059 - Monumento Alpini Campeglio,Campeglio - Via San Teodato-Via Soffumbergo,"13° 21' 31.00'' E, 46° 07' 43.37'' N"
060 - Campeglio OVEST,Campeglio - Via Soffumbergo (SS356),"13° 22' 01.92'' E, 46° 07' 38.26'' N"
061 - Case Presa,Case Presa - Case Presa,"13° 21' 43.11'' E, 46° 06' 50.48'' N"
062 - Colloredo,Colloredo - borgo Colloredo,"13° 23' 00.26'' E, 46° 08' 02.41'' N"
063 - Costalunga,Borgo Costalunga - Borgo Costalunga,"13° 22' 22.24'' E, 46° 09' 22.52'' N"
"066 - Agriturismo ""da Zaro""",Piani delle Farcadizze - Canebola ,"13° 24' 06.47'' E, 46° 12' 09.20'' N"
