Denominazione,Indirizzo,Coordinate
002 - piazza S.Lesa,Frazione di Togliano - piazza S.Lesa,"13° 23' 45.18'' E, 46° 06' 52.62'' N"
004 - Prestento piazzetta Via Marconi - ex scuola ,Frazione di Prestento - Via Marconi,"13° 24' 11.97'' E, 46° 07' 31.38'' N"
005 - Montina,Montina - Via Mazzini - località  Zucco,"13° 24' 31.14'' E, 46° 07' 06.07'' N"
006 - Torreano Polisportivo comunale S.Lesa ,Vignis - Torreano capoluogo - Via Vignis 99,"13° 25' 27.86'' E, 46° 07' 20.64'' N"
007 - Torreano Centro Civico Polifunzionale Sorelle Perini - giardino pubblico,Torreano capoluogo - Via delle Scuole snc,"13° 26' 00.58'' E, 46° 07' 46.76'' N"
008 - Masarolis Centro Sociale Parrocchiale - campo sportivo ,Frazione di Masarolis - Frazione di Masarolis,"13° 25' 48.31'' E, 46° 10' 19.88'' N"
009 - Reant  ,Frazione di Reant - Frazione di Reant,"13° 24' 39.33'' E, 46° 09' 45.07'' N"
010 - Canalutto,Frazione di Canalutto - Frazione di Canalutto,"13° 26' 10.48'' E, 46° 09' 04.20'' N"
012 - Laurini,Frazione di Laurini - Frazione di Laurini,"13° 26' 29.10'' E, 46° 08' 27.61'' N"
013 - Tamoris,Frazione di Tamoris - Frazione di Tamoris,"13° 25' 45.92'' E, 46° 10' 38.51'' N"
014 - Ronchis,Frazione di Ronchis - Via Mazzini,"13° 25' 07.05'' E, 46° 07' 12.71'' N"
