Denominazione,Indirizzo,Coordinate
001 - SCUOLA DELL'INFANZIA DI PORDENONE - VIA CAPPUCCINI,Pordenone - Via Cappuccini 54,"12° 39' 03.93'' E, 45° 57' 19.25'' N"
002 - SCUOLA DELL'INFANZIA VALLENONCELLO,Vallenoncello - Via Valle 83,"12° 38' 33.96'' E, 45° 55' 49.53'' N"
003 - SCUOLA DELL'INFANZIA DI PORDENONE - VIA MANTEGNA,Pordenone - Via Mantegna 15,"12° 40' 40.10'' E, 45° 57' 06.76'' N"
004 - SCUOLA DELL'INFANZIA DI PORDENONE - VIA SAN VITO,Pordenone - Via San Vito 71,"12° 38' 44.49'' E, 45° 57' 35.08'' N"
005 - SCUOLA DELL'INFANZIA DI PORDENONE - TORRE,Pordenone - Viale della Libertà 106,"12° 40' 36.48'' E, 45° 57' 53.15'' N"
006 - S. INFANZIA di VIA SELVATICO,Pordenone - Via Selvatico 26,"12° 39' 08.37'' E, 45° 57' 38.36'' N"
007 - SCUOLA DELL'INFANZIA DI PORDENONE - VIA FIAMME GIALLE,Pordenone - Via Fiamme Gialle 3,"12° 38' 38.76'' E, 45° 58' 09.47'' N"
008 - SCUOLA PRIMARIA ANTONIO GABELLI,Pordenone - Viale Trieste 16,"12° 39' 42.52'' E, 45° 57' 33.91'' N"
009 - SCUOLA PRIMARIA CARLO COLLODI,Pordenone - Via Molinari 37,"12° 39' 33.18'' E, 45° 57' 51.70'' N"
010 - SCUOLA PRIMARIA PADRE MARCO D'AVIANO,Pordenone - Via Noncello 8,"12° 39' 13.10'' E, 45° 57' 12.21'' N"
011 - SCUOLA PRIMARIA EDMONDO DE AMICIS,Pordenone - Via Udine 19,"12° 40' 21.16'' E, 45° 57' 06.51'' N"
012 - SCUOLA PRIMARIA LEONARDO DA VINCI,Vallenoncello - via Valle 2,"12° 38' 25.97'' E, 45° 55' 47.87'' N"
013 - SCUOLA PRIMARIA ANTONIO ROSMINI,Pordenone - Via Pirandello 37,"12° 40' 16.30'' E, 45° 56' 31.46'' N"
014 - SCUOLA PRIMARIA SAN GREGORIO GASPARE GOZZI,Pordenone - Via Vesalio 11,"12° 39' 47.31'' E, 45° 56' 51.18'' N"
015 - SCUOLA PRIMARIA COMINA BASSA IV NOVEMBRE,Pordenone - Via San Quirino 72,"12° 39' 14.56'' E, 45° 58' 24.40'' N"
016 - SCUOLA PRIMARIA BEATO ODORICO DA PORDENONE,Pordenone - Via Piave 24,"12° 40' 32.97'' E, 45° 58' 10.64'' N"
017 - SCUOLA PRIMARIA G. NARVESA,Pordenone - Via Fonda 8,"12° 40' 04.43'' E, 45° 57' 56.20'' N"
018 - SCUOLA PRIMARIA RORAI GRANDE M. GRIGOLETTI,Pordenone - Via Maggiore 20,"12° 38' 15.79'' E, 45° 57' 48.97'' N"
019 - SCUOLA PRIMARIA LOMBARDO RADICE,Pordenone - Via del Carabiniere 8,"12° 38' 43.83'' E, 45° 58' 03.81'' N"
020 - SCUOLA MEDIA - CENTRO STORICO -,Pordenone - Via Gozzi 4,"12° 39' 21.81'' E, 45° 57' 47.80'' N"
021 - SCUOLA SECONDARIA DI 2° GRADO LIVIO ZANUSSI  - IPSIA,Pordenone - Via Molinari 46/A,"12° 39' 20.73'' E, 45° 57' 49.24'' N"
022 - PIER PAOLO PASOLINI,Pordenone - Via Maggiore 22,"12° 38' 14.11'' E, 45° 57' 46.86'' N"
023 - SCUOLA SECONDARIA DI 1° GRADO GIUSEPPE LOZER ,Pordenone - Via Zara 2,"12° 40' 35.73'' E, 45° 58' 08.56'' N"
024 - SCUOLA SECONDARIA DI 2° GRADO GIACOMO LEOPARDI,Pordenone - Piazza Mestri del Lavoro 2,"12° 39' 23.80'' E, 45° 57' 46.54'' N"
