Denominazione,Sensori,Coordinate
PCIV - Pordenone Noncello,Idrometro,"12° 39' 33.01'' E, 45° 57' 06.01'' N"
H4 - Pordenone,"Umidità, Pressione, Temperatura, Pioggia, Vento vettoriale, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","12° 40' 54.84'' E, 45° 57' 15.84'' N"
PCIV - Pordenone Meteo,"Umidità, Pressione, Temperatura, Pioggia, Vento (direzione), Vento (intensità), Radiazione solare, Vento raffica (direzione), Vento raffica (intensità)","12° 38' 58.99'' E, 45° 57' 32.00'' N"
