Denominazione,Indirizzo,Coordinate
004 - PARCHEGGIO STADIO,TARCENTO CENTRO - VIA PASCOLI,"13° 12' 26.38'' E, 46° 12' 40.51'' N"
006 - SAMMARDENCHIA,SAMMARDENCHIA - CULAU - VIA SAMMARDENCHIA,"13° 11' 58.24'' E, 46° 14' 10.97'' N"
007 - SEDILIS - PARROCCHIA,SEDILIS - BORGO CHIESA - VIA BERNADIA,"13° 14' 45.13'' E, 46° 13' 32.81'' N"
008 - COLLERUMIZ - AREA FESTEGGIAMENTI,COLLERUMIZ - VIA DEL COLLE,"13° 11' 12.28'' E, 46° 12' 47.04'' N"
009 - LONERIACCO - PARCHEGGIO VILLA FREDDA,LONERIACCO - VIA TRICESIMO,"13° 13' 36.87'' E, 46° 11' 38.21'' N"
010 - COLLALTO - PARCHEGGIO PUBBLICO,COLLALTO - VIA ZUCCHI,"13° 11' 45.10'' E, 46° 11' 52.40'' N"
011 - COIA - BELVEDERE,COIA - via del Castello,"13° 12' 40.47'' E, 46° 13' 12.62'' N"
012 - COIA - CIMITERO,COIA - via del Castello,"13° 12' 32.31'' E, 46° 13' 21.27'' N"
013 - BULFONS - CASCAMI,BULFONS - via Lungotorre,"13° 13' 23.84'' E, 46° 13' 32.93'' N"
014 - ZOMEAIS - CIMITERO,ZOMEAIS - via Zimor,"13° 13' 24.18'' E, 46° 13' 46.52'' N"
015 - CISERIIS - CIMITERO,CISERIIS - via Menot,"13° 13' 36.10'' E, 46° 13' 51.02'' N"
016 - STELLA - CHIESA,STELLA - via stella,"13° 13' 39.45'' E, 46° 14' 47.97'' N"
017 - MALEMASERIA - TORNANTE,MALEMASERIA - via Malemaseria,"13° 13' 28.57'' E, 46° 14' 25.74'' N"
018 - BORGO GASPAR,BORGO GASPAR - via Gaspar,"13° 13' 07.79'' E, 46° 13' 58.93'' N"
019 - USEUNT - CHIESETTA,USEUNT - via Useunt,"13° 14' 36.70'' E, 46° 14' 05.59'' N"
020 - USEUNT - COCEANO,USEUNT  - via Useunt,"13° 14' 33.42'' E, 46° 14' 01.66'' N"
022 - SEDILIS - BAR ALLA VITTORIA,SEDILIS - BORGO BEORCHIAN - via Bernadia,"13° 14' 37.71'' E, 46° 13' 12.37'' N"
024 - SEDILIS - SCREDELIN,SEDILIS - SCREDELIN - via Val Ronchi,"13° 14' 41.31'' E, 46° 12' 58.87'' N"
025 - SEDILIS - CASE PITTINI,SEDILIS - CASE PITTINI - via val Ronchi,"13° 14' 21.80'' E, 46° 12' 29.12'' N"
026 - SEDILIS - ONGJARUT,SEDILIS - ONGJARUT - via Bernadia,"13° 14' 08.51'' E, 46° 13' 07.34'' N"
027 - SEDILIS - MADRICIANS,SEDILIS - via Villin,"13° 13' 57.58'' E, 46° 13' 20.36'' N"
028 - PLAN DI PALUZ,PLAN DI PALUZ - via Plan di Paluz,"13° 13' 36.84'' E, 46° 13' 14.42'' N"
029 - Molinis al ponte,Molinis - via Ellero,"13° 13' 41.29'' E, 46° 12' 11.26'' N"
030 - PRADANDONS - DA SANTINE,PRADANDONS - VIA PRADANDONS,"13° 14' 15.89'' E, 46° 11' 44.79'' N"
031 - OLTRETORRE,OLTRETORRE - VIA OLTRETORRE,"13° 13' 35.69'' E, 46° 12' 51.54'' N"
032 - FRANGIPANE,PALAZZO  FRANGIPANE - PIAZZA FRANGIPANE,"13° 13' 19.08'' E, 46° 12' 59.15'' N"
034 - PIAZZA LIBERTA',PIAZZA LIBERTA' - PIAZZA LIBERTA',"13° 13' 10.62'' E, 46° 12' 52.28'' N"
035 - VOLPINS - CASERMA GIAVITTO,VOLPINS - VIA ANGELO ANGELI,"13° 13' 33.64'' E, 46° 12' 23.85'' N"
036 - MADONNA,CHIESA DI MADONNA - VIA MADONNA,"13° 12' 08.05'' E, 46° 13' 02.82'' N"
037 - VECCHIA STAZIONE FS,APRATO OVEST - VIALE STAZIONE,"13° 11' 42.17'' E, 46° 12' 42.29'' N"
039 - COLLERUMIZ,COLLERUMIZ - VIA BUERIIS,"13° 11' 28.13'' E, 46° 12' 41.30'' N"
040 - PARCHEGGIO DESPAR,TARCENTO CENTRO - VIA UDINE,"13° 12' 47.91'' E, 46° 12' 41.51'' N"
041 - SEGNACCO EX CRAL,SEGNACCO  - VIA DELL'ACQUA,"13° 13' 02.39'' E, 46° 12' 06.68'' N"
042 - RIVIERA DI PONENTE,RIVIERA DI PONENTE - VIA RIVIERA DI PONENTE,"13° 12' 25.75'' E, 46° 13' 13.30'' N"
043 - NOGLAREDA,NOGLAREDA - VIA NOGLAREDA,"13° 12' 04.87'' E, 46° 13' 25.00'' N"
