Denominazione,Indirizzo,Coordinate
001 - Area verde Municipio,"Dogna - Via Roma, 20","13° 18' 56.42'' E, 46° 26' 51.17'' N"
002 - Saletto,Saletto - ,"13° 17' 49.85'' E, 46° 27' 35.24'' N"
003 - Visocco, - ,"13° 18' 39.85'' E, 46° 26' 56.63'' N"
004 - Plagnis,Plagnis - ,"13° 18' 00.10'' E, 46° 26' 35.43'' N"
005 - Vidali,Vidali - ,"13° 18' 31.04'' E, 46° 26' 16.73'' N"
006 - Balador,Balador - ,"13° 19' 00.47'' E, 46° 27' 01.50'' N"
007 - Chiut Pupin,Chiut Pupin - ,"13° 19' 25.46'' E, 46° 27' 10.25'' N"
008 - Chiutdipupe,Chiutdipupe - ,"13° 19' 51.57'' E, 46° 26' 58.04'' N"
009 - Chiutzuquin,Chiutzuquin - ,"13° 21' 36.24'' E, 46° 27' 10.46'' N"
010 - Chiut,Chiut - ,"13° 22' 09.50'' E, 46° 27' 02.21'' N"
011 - Costasacchetto,Costasacchetto - ,"13° 22' 25.99'' E, 46° 27' 12.74'' N"
012 - Pleziche,Pleziche - ,"13° 22' 49.43'' E, 46° 27' 08.56'' N"
