Denominazione,Indirizzo,Coordinate
031 - SCUOLA PRIMARIA GIOSUÈ CARDUCCI,Udine - Viale Tricesimo 57/A,"13° 14' 02.57'' E, 46° 05' 04.27'' N"
032 - SCUOLA PRIMARIA IPPOLITO NIEVO,Udine - Via Gorizia 19,"13° 14' 22.72'' E, 46° 04' 19.23'' N"
034 - SCUOLA PRIMARIA GIANNI RODARI,"Udine - Via Val di Resia, 13","13° 12' 24.69'' E, 46° 04' 33.91'' N"
035 - SCUOLA PRIMARIA EDMONDO DE AMICIS,Udine - Via Venezia 293,"13° 13' 26.63'' E, 46° 03' 31.17'' N"
037 - SCUOLA SECONDARIA DI 1° GRADO GIOVANNI ELLERO,"Udine - Via Divisione Julia, 1","13° 13' 56.28'' E, 46° 04' 09.53'' N"
038 - SCUOLA SECONDARIA DI 1° GRADO TIEPOLO MARCONI,Udine - Via del Pioppo 61,"13° 12' 39.52'' E, 46° 04' 33.96'' N"
039 - SCUOLA SECONDARIA DI 2° GRADO G. MARINELLI,Udine - Via Leonardo da Vinci 1,"13° 13' 23.38'' E, 46° 04' 04.20'' N"
041 - SCUOLA SECONDARIA DI 1° GRADO ALESSANDRO MANZONI,"Udine - Piazza Garibaldi, 2","13° 14' 02.46'' E, 46° 03' 35.27'' N"
042 - SCUOLA SECONDARIA DI 1° GRADO VALUSSI BELLAVITIS,Udine - Via Petrarca 19,"13° 14' 42.29'' E, 46° 03' 46.27'' N"
043 - SCUOLA SECONDARIA DI 1° GRADO GUGLIELMO MARCONI - sede da verificare,Udine - Via Torino 49,"13° 14' 25.39'' E, 46° 05' 10.51'' N"
044 - SCUOLA PRIMARIA ANTONIO FRIZ,Udine - Via XXV Aprile 1,"13° 15' 48.73'' E, 46° 04' 37.27'' N"
046 - SCUOLA PRIMARIA IPPOLITO NIEVO,Udine - Via Gorizia 19,"13° 14' 22.93'' E, 46° 04' 17.87'' N"
047 - SCUOLA PRIMARIA PIETRO ZORUTTI - palestra,Udine - Via XXX Ottobre 3,"13° 14' 54.99'' E, 46° 03' 49.79'' N"
049 - SCUOLA PRIMARIA EMILIO GIRARDINI - palestra,Udine - Via Judrio 1,"13° 15' 57.60'' E, 46° 04' 18.93'' N"
050 - SCUOLA PRIMARIA ENRICO FRUCH,Rizzi - Via delle Scuole,"13° 12' 04.74'' E, 46° 05' 00.62'' N"
051 - SCUOLA PRIMARIA GIOSUÈ CARDUCCI,Udine - Viale Tricesimo 57/A,"13° 14' 04.03'' E, 46° 05' 03.67'' N"
052 - SCUOLA PRIMARIA DIVISIONE JULIA,Udine - Piazza Polonia 1,"13° 13' 08.84'' E, 46° 05' 02.69'' N"
055 - SCUOLA SECONDARIA DI 1° GRADO ENRICO FERMI,Udine - Via Pradamano 21,"13° 14' 58.20'' E, 46° 03' 15.70'' N"
058 - SCUOLA PRIMARIA DANTE ALIGHIERI,Udine - Via Dante 7,"13° 14' 20.97'' E, 46° 03' 32.61'' N"
059 - SCUOLA PRIMARIA ADA NEGRI,Udine - Via Zucchi 2,"13° 14' 35.55'' E, 46° 03' 01.88'' N"
060 - SCUOLA PRIMARIA A.ZARDINI,Cussignacco - Via Padova 19,"13° 14' 59.25'' E, 46° 01' 52.00'' N"
061 - SCUOLA SECONDARIA DI 2° GRADO G. MARINELLI,Udine - Via G. Galilei 21,"13° 13' 21.67'' E, 46° 03' 59.64'' N"
062 - JACOPO TOMADINI,Piazza Primo Maggio 29,"13° 14' 23.23'' E, 46° 03' 54.21'' N"
063 - JACOPO TOMADINI,Piazza Primo Maggio 29,"13° 14' 22.59'' E, 46° 03' 52.68'' N"
064 - IPSSCART B.STRINGHER,Via Aspromonte,"13° 13' 15.04'' E, 46° 04' 00.15'' N"
065 - SCUOLA SECONDARIA DI 2° GRADO G.G.MARINONI,Udine - Viale mons. Nogara 2,"13° 12' 49.78'' E, 46° 03' 59.69'' N"
069 - SCUOLA SECONDARIA DI 2° GRADO G.G.MARINONI,Udine - Viale Mons. Nogara 2,"13° 12' 53.87'' E, 46° 03' 58.11'' N"
070 - SCUOLA SECONDARIA DI 2° GRADO A. ZANON,Udine - Piazzale Cavedalis 7,"13° 13' 27.80'' E, 46° 04' 01.93'' N"
071 - SCUOLA SECONDARIA DI 2° GRADO  IPSIA G.CECONI,Udine - Via Manzoni 6,"13° 14' 17.16'' E, 46° 03' 30.17'' N"
072 - SCUOLA SECONDARIA DI 2° GRADO CECILIA DEGANUTTI,Udine - Via Diaz 60,"13° 14' 36.21'' E, 46° 04' 11.97'' N"
073 - SCUOLA SECONDARIA DI 2° GRADO CECILIA DEGANUTTI,Udine - Via Diaz,"13° 14' 30.48'' E, 46° 04' 11.89'' N"
074 - SCUOLA SECONDARIA DI 2° GRADO CECILIA DEGANUTTI,Udine - Via Diaz 60,"13° 14' 33.26'' E, 46° 04' 09.70'' N"
075 - SCUOLA PRIMARIA COLLEGIO UCCELLIS,Udine - Via Giovanni da Udine 20,"13° 14' 06.50'' E, 46° 04' 05.64'' N"
076 - SCUOLA SECONDARIA DI 2° GRADO  IPSIA G.CECONI,Udine - Via A. Manzoni 6,"13° 14' 21.09'' E, 46° 03' 29.77'' N"
077 - SCUOLA SECONDARIA DI 2° GRADO G. SELLO,Udine - Piazza I° Maggio 12,"13° 14' 07.40'' E, 46° 04' 01.87'' N"
078 - SCUOLA SECONDARIA DI 2° GRADO G. SELLO,Udine - Piazza I° Maggio 12,"13° 14' 05.26'' E, 46° 04' 01.90'' N"
079 - I.S.A. SELLO - UDINE,Via Gorizia 2,"13° 14' 21.26'' E, 46° 04' 13.34'' N"
080 - SCUOLA SECONDARIA DI 2° GRADO CATERINA PERCOTO,Udine - Via P.S. Leicht 4,"13° 13' 41.91'' E, 46° 04' 00.77'' N"
081 - IPSSCART B.STRINGHER,Via Modotti 8,"13° 15' 40.62'' E, 46° 04' 49.63'' N"
082 - IPSSCART B.STRINGHER,Via Crispi 6,"13° 14' 07.02'' E, 46° 03' 34.33'' N"
083 - SCUOLA SECONDARIA DI 2° GRADO JACOPO STELLINI,Udine - Piazza I° Maggio 26,"13° 14' 22.20'' E, 46° 03' 58.83'' N"
084 - SCUOLA SECONDARIA DI 2° GRADO G.G.MARINONI,Udine - Viale Mons. Nogara 2,"13° 12' 53.37'' E, 46° 03' 59.09'' N"
085 - SCUOLA SECONDARIA DI 2° GRADO A.MALIGNANI,Udine - Via Leonardo da Vinci 10,"13° 13' 13.33'' E, 46° 04' 09.42'' N"
086 - SCUOLA DELL'INFANZIA PARITARIA IMMACOLATA,Udine - Via Luigi Scrosoppi 17,"13° 14' 32.76'' E, 46° 03' 49.46'' N"
088 - SCUOLA DELL'INFANZIA PARITARIA ERMINIA LINDA - controllare localizzazione,Udine - Via Mistruzzi 19,"13° 15' 02.54'' E, 46° 03' 06.08'' N"
089 - SCUOLA DELL'INFANZIA PARITARIA G. BERTONI,Udine - Viale Cadore 59,"13° 13' 03.31'' E, 46° 04' 06.69'' N"
090 - SCUOLA DELL'INFANZIA PARITARIA MARIA AL TEMPIO - controllare localizzazione,Udine - Via Magrini 12,"13° 13' 50.12'' E, 46° 03' 45.26'' N"
091 - SCUOLA DELL'INFANZIA PARITARIA MONSIGNOR D. CATTAROSSI,Udine - Via Stuparich 7/a,"13° 12' 57.44'' E, 46° 03' 21.43'' N"
092 - SCUOLA DELL'INFANZIA PARITARIA NOSTRA SIGNORA DELL'ORTO,Udine - Via Maniago 27,"13° 13' 56.63'' E, 46° 04' 25.77'' N"
093 - SCUOLA DELL'INFANZIA PARITARIA PAOLA DI ROSA,Udine - Via Molin Nuovo 5,"13° 14' 15.01'' E, 46° 05' 18.25'' N"
094 - SCUOLA DELL'INFANZIA PARITARIA PAPA GIOVANNI XXIII,Udine - Via Cividale 650,"13° 16' 32.13'' E, 46° 04' 33.41'' N"
095 - SCUOLA DELL'INFANZIA PARITARIA PAULINI,Udine - Via Cisis 21,"13° 13' 56.74'' E, 46° 03' 20.85'' N"
096 - SCUOLA DELL'INFANZIA PARITARIA S. OSVALDO - controllare localizzazione,Sant'Osvaldo - Via 3 novembre 1918 10,"13° 13' 25.81'' E, 46° 02' 41.85'' N"
097 - SCUOLA DELL'INFANZIA PARITARIA SAN MARCO,Udine - Via Monte Ortigara 24,"13° 14' 14.34'' E, 46° 04' 42.53'' N"
098 - SCUOLA DELL'INFANZIA PARITARIA SAN MARTINO VESCOVO,Cussignacco - Via Veneto 161,"13° 15' 04.82'' E, 46° 01' 50.46'' N"
099 - SCUOLA DELL'INFANZIA PARITARIA THE MILLS ENGLISH SCHOOL,Udine - Via Tomadini 5,"13° 14' 32.37'' E, 46° 03' 58.02'' N"
100 - SCUOLA PRIMARIA SAN DOMENICO,Udine - Via Derna,"13° 12' 44.23'' E, 46° 04' 09.80'' N"
101 - CENTRO DI FORMAZIONE PROFESSIONALE IAL FVG,Udine - Via Vascello 1,"13° 14' 44.58'' E, 46° 03' 19.63'' N"
102 - SCUOLA PRIMARIA PARITARIA BEARZI,Udine - Via Don Bosco 2,"13° 14' 58.91'' E, 46° 04' 44.51'' N"
103 - SCUOLA PRIMARIA PARITARIA COLLEGIO DELLA PROVVIDENZA,Udine - Via Luigi Scrosoppi 2,"13° 14' 33.03'' E, 46° 03' 50.35'' N"
104 - SCUOLA PRIMARIA PARITARIA COLLEGIO DIMESSE,Udine - Via Treppo 11,"13° 14' 29.47'' E, 46° 03' 52.76'' N"
105 - SCUOLA PRIMARIA PARITARIA G. BERTONI,Udine - Viale Cadore 61,"13° 13' 03.09'' E, 46° 04' 06.13'' N"
106 - SCUOLA PRIMARIA PARITARIA NOSTRA SIGNORA DELL'ORTO,Udine - Via Maniago 27,"13° 13' 57.17'' E, 46° 04' 26.22'' N"
107 - SCUOLA PRIMARIA PARITARIA THE MILLS ENGLISH SCHOOL,Udine - Via Tomadini 5,"13° 14' 32.05'' E, 46° 03' 58.32'' N"
108 - SCUOLA PRIMARIA TOPPO WASSERMANN,Udine - Via Tolmezzo 104,"13° 13' 40.08'' E, 46° 04' 22.26'' N"
109 - SCUOLA SECONDARIA DI 1° GRADO EDUCANDATO UCCELLIS,Udine - Via Giovanni da Udine 20,"13° 14' 04.39'' E, 46° 04' 07.08'' N"
110 - SCUOLA SECONDARIA DI 1° GRADO PARITARIA E.R.S.A.S. VOLTA,Udine - Viale Ungheria 22,"13° 14' 33.76'' E, 46° 03' 40.96'' N"
111 - SCUOLA SECONDARIA DI 1° GRADO PARITARIA BEARZI,Udine - Via Don Bosco 2,"13° 14' 58.10'' E, 46° 04' 43.50'' N"
112 - SCUOLA SECONDARIA DI 1° GRADO PARITARIA G. BERTONI,Udine - Viale Cadore 59,"13° 13' 02.88'' E, 46° 04' 05.56'' N"
113 - SCUOLA SECONDARIA DI 1° GRADO PARITARIA M. C. NANNEI,Udine - Via Treppo 11,"13° 14' 29.67'' E, 46° 03' 53.05'' N"
114 - SCUOLA SECONDARIA DI 1° GRADO PARITARIA THE MILLS ENGLISH SCHOOL,Udine - Via Tomadini 5,"13° 14' 31.72'' E, 46° 03' 58.66'' N"
115 - SCUOLA SECONDARIA DI 2° GRADO  UCCELLIS,Udine - Via Giovanni da Udine 20,"13° 14' 05.26'' E, 46° 04' 07.50'' N"
116 - SCUOLA SECONDARIA DI 2° GRADO NICOLO' COPERNICO,Udine - Via Planis 25,"13° 14' 33.39'' E, 46° 04' 15.21'' N"
117 - SCUOLA SECONDARIA DI 2° GRADO PARITARIA E.R.S.A.S VOLTA,Udine - Viale Ungheria 22,"13° 14' 33.21'' E, 46° 03' 41.39'' N"
118 - SCUOLA SECONDARIA DI 2° GRADO PARITARIA LUIGI FERRARIS,Udine - Viale Ungheria 22,"13° 14' 34.27'' E, 46° 03' 40.56'' N"
119 - SCUOLA SECONDARIA DI 2° GRADO PARITARIA BEARZI,Udine - Via Don Bosco 2,"13° 14' 57.25'' E, 46° 04' 44.32'' N"
120 - SCUOLA SECONDARIA DI 2° GRADO PARITARIA G. BERTONI,Udine - Viale Cadore 29,"13° 13' 02.69'' E, 46° 04' 05.05'' N"
121 - CENTRO EDILE PER LA FORMAZIONE PROFESSIONALE,Udine - Via Bison 67,"13° 14' 46.40'' E, 46° 04' 33.28'' N"
122 - CENTRO DI FORMAZIONE PROFESSIONALE BEARZI,Udine - Via Don Bosco 2,"13° 14' 58.83'' E, 46° 04' 42.78'' N"
123 - SCUOLA SECONDARIA DI 2° GRADO BONALDO STRINGHER,Udine - Viale Monsignor Nogara,"13° 12' 33.78'' E, 46° 03' 50.96'' N"
"124 - ASILO NIDO COMUNALE DIRE, FARE, GIOCARE - posizione da verificare","Udine - Via della Roggia, 48 ","13° 13' 28.80'' E, 46° 03' 16.72'' N"
125 - ASILO NIDO COMUNALE FANTASIA DEI BIMBI,"Udine - Via Diaz, 60","13° 14' 36.08'' E, 46° 04' 09.41'' N"
126 - ASILO NIDO COMUNALE SACHEBURACHE,"Udine - Via Baldasseria Media, 21 ","13° 15' 10.72'' E, 46° 03' 04.89'' N"
127 - ASILO NIDO COMUNALE COCOLÂR,"Udine - Via Alba, 27 ","13° 14' 32.87'' E, 46° 05' 13.54'' N"
128 - ASILO NIDO PRIVATO C'ERA UNA VOLTA,"Udine - Via delle Scuole, 7","13° 12' 05.89'' E, 46° 05' 02.25'' N"
129 - ASILO NIDO PRIVATO FILIPPO RENATI,"Udine - Via San Valentino,23/25","13° 14' 36.22'' E, 46° 03' 58.84'' N"
130 - ASILO NIDO PRIVATO GHIRIGORO,"Udine - Via Caprera, 28","13° 13' 21.58'' E, 46° 03' 47.21'' N"
131 - ASILO NIDO PRIVATO GIROTONDO,"Udine - Via Caprera, 28","13° 13' 41.97'' E, 46° 03' 20.17'' N"
132 - ASILO NIDO PRIVATO IL PAESE DEI BALOCCHI,"Udine - Via Lavariano, 4","13° 15' 11.99'' E, 46° 02' 31.52'' N"
133 - ASILO NIDO PRIVATO MONS. DOMENICO CATTAROSSI,"Udine - Via G. Stuparich, 7","13° 12' 56.64'' E, 46° 03' 21.28'' N"
134 - ASILO NIDO PRIVATO PAPA GIOVANNI XXIII,"Udine - Via Cividale, 650","13° 16' 32.64'' E, 46° 04' 33.26'' N"
135 - ASILO NIDO PRIVATO ROSA E AZZURRO,"Udine - Via Mantova, 13","13° 13' 05.92'' E, 46° 04' 28.37'' N"
136 - ASILO NIDO PRIVATO ERMINIA LINDA,"Udine - Via Mistruzzi, 19","13° 15' 02.86'' E, 46° 03' 05.38'' N"
137 - ASILO NIDO PRIVATO CAPPUCCETTO ROSSO,"Udine - Via Pisino, 12 ","13° 15' 02.47'' E, 46° 04' 09.31'' N"
138 - ASILO NIDO PRIVATO IL PAESE DELLE MERAVIGLIE,"Udine - Via Palestro, 64","13° 14' 26.21'' E, 46° 03' 06.88'' N"
139 - ASILO NIDO PRIVATO MARY POPPINS,"Udine - Via del Tunnel, 25","13° 13' 42.57'' E, 46° 05' 00.06'' N"
140 - ASILO NIDO PRIVATO THE UDINE INTERNATIONAL SCHOOL,"Udine - Via Martignacco,187","13° 12' 49.77'' E, 46° 04' 30.53'' N"
141 - ASILO NIDO PRIVATO PAOLA DI ROSA,"Udine - Via Molin Nuovo, 5","13° 14' 14.32'' E, 46° 05' 18.14'' N"
142 - ASILO NIDO PRIVATO SAN MARCO,"Udine - Via M. Ortigara, 24","13° 14' 13.91'' E, 46° 04' 41.73'' N"
143 - ASILO NIDO PRIVATO IMMACOLATA,"Udine - Via L.Scrosoppi, 17","13° 14' 32.45'' E, 46° 03' 49.84'' N"
144 - ASILO NIDO PRIVATO NOSTRA SIGNORA DELL'ORTO,"Udine - Via Maniago, 27","13° 13' 57.42'' E, 46° 04' 25.74'' N"
145 - ASILO NIDO PRIVATO THE MILLS,"Udine - Via Tomadini, 5","13° 14' 32.66'' E, 46° 03' 57.71'' N"
146 - ASILO NIDO PRIVATO PICCOLI PRINCIPI - controllare localizzazione,Udine - Piazza XX Settembre,"13° 14' 02.61'' E, 46° 03' 39.66'' N"
147 - ASILO NIDO PRIVATO GLI AMICI DI TIPPETE,"Udine - Viale Ledra, 56","13° 13' 36.21'' E, 46° 03' 49.90'' N"
