Denominazione,Indirizzo,Coordinate
001 - campi di calcio di via Padova a Cussignacco e bocciodromo,Cussignacco - via Padova,"13° 14' 53.76'' E, 46° 01' 51.24'' N"
003 - campo calcio Bepi Rigo via Basiliano,via Basiliano - via Basiliano,"13° 13' 00.75'' E, 46° 02' 37.43'' N"
004 - Parcheggio Lidll via Cividale,Udine - via Cividale,"13° 15' 27.31'' E, 46° 04' 18.53'' N"
005 - parcheggio antistante campo di calcio di via Laipacco,Laipacco - via Laipacco,"13° 15' 56.29'' E, 46° 03' 34.27'' N"
006 - area mercato viale vat,viale Vat - viale Vat,"13° 14' 16.82'' E, 46° 04' 51.32'' N"
008 - area verde di via san daniele,Udine - via San Daniele,"13° 13' 48.82'' E, 46° 04' 15.91'' N"
009 - ellisse di piazza primo maggio,centro città - piazza primo maggio,"13° 14' 15.27'' E, 46° 03' 59.39'' N"
010 - area verde parcheggio via marco volpe,parcheggio magrini - via marco volpe,"13° 13' 46.50'' E, 46° 03' 46.18'' N"
011 - parcheggio stadio Friuli,udine ovest vicino frazione dei Rizzi - piazzaleRepubblica Argentina,"13° 11' 53.68'' E, 46° 05' 01.30'' N"
012 - area verde robin hood,paparotti - via spezzotti - via pirona,"13° 15' 27.73'' E, 46° 01' 34.01'' N"
015 - area verde attrezzata via bariglaria,Udine - via Bariglaria,"13° 15' 55.29'' E, 46° 05' 48.11'' N"
016 - area verde giardino didattico,via Zugliano via Campoformido - via Zugliano,"13° 13' 32.65'' E, 46° 02' 35.11'' N"
017 - parcheggio antistante area verde ilaria alpi,Udine - via Melegnano,"13° 14' 36.28'' E, 46° 03' 05.33'' N"
018 - area verde emilio salgari,Udine - via del Bon,"13° 15' 15.78'' E, 46° 03' 50.55'' N"
019 - parcheggio antistante la Chiesa via R. di Giusto,Peep Est - via Riccardo di Giusto,"13° 15' 47.91'' E, 46° 04' 31.94'' N"
020 - parcheggio e area verde Giacomo Pellegrini,San Gottardo - via della Resistenza via Cividale,"13° 16' 58.86'' E, 46° 04' 33.22'' N"
021 - parcheggio e area verde via del pioppo,villaggio del Sole - via del Pioppo,"13° 12' 31.59'' E, 46° 04' 39.48'' N"
022 - area verde ricostruzione del Friuli,Udine - via Martignacco,"13° 12' 53.80'' E, 46° 04' 24.03'' N"
023 - parco alfredo foni,Tempio Ossario - via Mentana,"13° 13' 28.09'' E, 46° 03' 43.38'' N"
024 - parco urbano ardito desio,Udine - Via Lombardia,"13° 12' 19.11'' E, 46° 04' 49.31'' N"
025 - area verde Ottavio Valerio,Peep Ovest - via Chisimaio,"13° 12' 35.95'' E, 46° 04' 14.81'' N"
026 - area verde attrezzata U. Saba,Udine - via Joppi,"13° 13' 25.24'' E, 46° 03' 14.18'' N"
029 - aiuola centrale via Tullio,Udine - via Tullio,"13° 14' 03.84'' E, 46° 03' 21.50'' N"
030 - area verde Ambrosoli via Cairoli,Udine - via Cairoli,"13° 14' 28.19'' E, 46° 03' 55.87'' N"
031 - campo di rugby,udine est - via Modotti - via Valente,"13° 15' 47.53'' E, 46° 04' 43.54'' N"
032 - area verde Marchiol,Udine sud - via Piutti - via Canada,"13° 15' 21.96'' E, 46° 03' 01.63'' N"
034 - parcheggio e area verde via Torino,Udine - via Torino,"13° 14' 17.46'' E, 46° 05' 11.02'' N"
037 - area verde via C. Dalla Chiesa,Udine - via Chisimaio,"13° 12' 39.91'' E, 46° 04' 18.89'' N"
038 - parcheggio scambiatore via Chiusaforte,via Chiusaforte - via Chiusaforte dopo il civico n. 64,"13° 13' 21.83'' E, 46° 04' 52.89'' N"
039 - parcheggio Teatro Giovanni da Udine,Udine - Viale Trieste,"13° 14' 42.77'' E, 46° 03' 56.98'' N"
040 - parcheggio sud Stadio Friuli,Rizzi - Cormor - viale Candolini via Bottecchia,"13° 12' 05.52'' E, 46° 04' 44.62'' N"
043 - Giardino Pascoli e marciapiede via Dante,Udine centro - via Dante via Carducci,"13° 14' 24.54'' E, 46° 03' 32.49'' N"
045 - area verde Pellegrino II,Udine ovest - via Giovanni di Moravia,"13° 12' 44.91'' E, 46° 02' 56.96'' N"
046 - area verde Anna Frank via Freschi,via Freschi - via Gherardo Freschi,"13° 13' 08.24'' E, 46° 04' 57.16'' N"
