Denominazione,Indirizzo,Coordinate
002 - Blessano - Parcheggio Via A. Diaz,"Blessano (area antistante edificio Pro Loco - fronte civico n. 36 di Via Diaz) - Via A. Diaz, s.n.c.","13° 06' 00.64'' E, 46° 02' 27.41'' N"
003 - Basiliano - Pertinenze Scuola Secondaria di 1° grado,"Basiliano - Basiliano Via S. Paolino, s.n.c.","13° 06' 12.57'' E, 46° 01' 22.98'' N"
004 - Variano -  Via Trieste/Via Battistella,"Variano - Via Trieste, s.n.c. (fronte civico 22)","13° 07' 00.45'' E, 46° 01' 37.25'' N"
005 - Basiliano - Parcheggio Banca di Credito Cooperativo di Basiliano,Basiliano - Viale Carnia s.n.c. ,"13° 06' 26.36'' E, 46° 01' 02.97'' N"
006 - Basiliano - Parcheggio Comunale Viale Carnia,"Basiliano - Viale Carnia, s.n.c.","13° 06' 24.00'' E, 46° 01' 02.97'' N"
007 - Basiliano - Parcheggio e area verde Villa Zamparo,"Basiliano - Via Roma, s.n.c.","13° 06' 32.71'' E, 46° 00' 48.35'' N"
008 - Basiliano - Largo Pacifico Valussi,"Basiliano - Largo Pacifico Valussi, s.n.c.","13° 06' 39.13'' E, 46° 00' 37.45'' N"
009 - Vissandone - Piazza Umberto 1°,"Vissandone - Piazza Umberto 1°, s.n.c.","13° 05' 39.58'' E, 46° 01' 20.19'' N"
010 - Villaorba - Via Indipendenza,"Villaorba (lottizzazione ""Ai Gelsi"") - Via Indipendenza, s.n.c. (fronte civico 9)","13° 04' 07.28'' E, 46° 00' 49.76'' N"
011 - Basagliapenta - Area festeggiamenti,"Basagliapenta  - Via Garibaldi, s.n.c. (fronte civico 17)","13° 04' 57.89'' E, 45° 59' 41.37'' N"
012 - Basagliapenta - Parcheggio Cimitero,"Basagliapenta - Via Duca d'Aosta, snc","13° 04' 37.88'' E, 45° 59' 55.43'' N"
