Denominazione,Indirizzo,Coordinate
005 - Area ingresso Campo Base,San Daniele del Friuli - Viale Kennedy,"12° 59' 56.45'' E, 46° 09' 08.03'' N"
006 - Zulins - Area Parcheggio via dai Spissui,San Daniele del Friuli - Via dei Spissui,"13° 01' 12.33'' E, 46° 09' 59.34'' N"
009 - Protezione Civile ,San Daniele del Friuli - Via Gemona,"13° 00' 26.63'' E, 46° 10' 01.63'' N"
015 - Area ricreativa,Cimano di San Daniele del Friuli - piazza 6 maggio 1976,"13° 01' 32.54'' E, 46° 12' 11.87'' N"
"016 - Parco ""Altkirch"" - ingresso sud",San Daniele del Friuli - via J.F. Kennedy,"13° 00' 13.12'' E, 46° 08' 56.71'' N"
017 - Piazzale autocorriere,San Daniele del Friuli - piazzale IV novembre,"13° 00' 39.10'' E, 46° 09' 27.74'' N"
018 - Parco Sfuei - borgo Sacco,San Daniele del Friuli - via Patriarca,"13° 00' 50.15'' E, 46° 08' 58.44'' N"
019 - Parcheggio semaforo via Trento Trieste,San Daniele del Friuli - via Trento Trieste,"13° 00' 31.41'' E, 46° 09' 11.38'' N"
020 - Area magazzino comunale,San Daniele del Friuli - via Cesare Battisti,"13° 00' 14.66'' E, 46° 09' 31.98'' N"
021 - ingresso Villa Serravallo,"San Daniele del Friuli - via del Colle, 10","13° 00' 53.37'' E, 46° 09' 42.98'' N"
022 - parcheggio campo sportivo Villanova,Villanova - via Monte Montasio,"12° 58' 13.14'' E, 46° 08' 18.27'' N"
023 - Piazzale ex Latteria,"Villanova - via Fratelli Pischiutta, 11","12° 58' 19.34'' E, 46° 07' 58.23'' N"
