Denominazione,Indirizzo,Coordinate
001 - Piazza Italia - Capoluogo,Majano  - Piazza Italia,"13° 04' 05.23'' E, 46° 11' 06.78'' N"
002 - Area festeggiamenti - Fraz. Pers ,fraz. Pers - fraz. Pers,"13° 05' 25.99'' E, 46° 10' 36.08'' N"
003 - Area festeggiamenti - Deveacco,Majano - Via Deveacco,"13° 03' 49.93'' E, 46° 10' 52.93'' N"
004 - Area festeggiamenti - Fraz. Casasola,fraz. Casasola - fraz. Casasola,"13° 04' 57.82'' E, 46° 11' 39.67'' N"
005 - Area festeggiamenti - Fraz. Susans,fraz. Susans - fraz. Susans,"13° 02' 51.81'' E, 46° 11' 40.17'' N"
006 - Area comunale - Fraz. Farla,fraz. Farla - fraz. Farla,"13° 04' 00.21'' E, 46° 10' 12.86'' N"
007 - Area centro sportivo - fraz. S. Tomaso,fraz. S. Tomaso - fraz. S. Tomaso,"13° 02' 16.16'' E, 46° 10' 39.23'' N"
008 - Area attesa fraz. Comerzo - Tiveriacco Area festeggiamenti Comerzo,fraz. Comerzo - località Comerzo ,"13° 02' 57.68'' E, 46° 10' 57.15'' N"
009 - Majano- Parco centro anziani,Majano - Via Friuli,"13° 04' 08.90'' E, 46° 10' 59.37'' N"
010 - Area attesa fraz. San Salvatore,fraz. San Salvatore - ,"13° 06' 05.81'' E, 46° 11' 32.19'' N"
