Denominazione,Indirizzo,Coordinate
003 - Rotonda Via Valvasone,Casarsa - Rotonda incrocio via Valvasone  - via A. Biasutti,"12° 50' 35.80'' E, 45° 57' 39.52'' N"
"005 - Via Aldo Moro, incrocio SS13",Casarsa - Via Aldo Moro,"12° 50' 00.05'' E, 45° 57' 28.81'' N"
006 - P.zza De Gasperi - via A.Biasutti,"Casarsa - P.zza De Gasperi, incrocio Via A. Biasutti","12° 50' 25.18'' E, 45° 57' 34.23'' N"
008 - Via Carminati,Casarsa - Via Carminati inc. Via Dante,"12° 50' 47.67'' E, 45° 57' 25.81'' N"
009 - Via Meonis ,Casarsa - Via Meonis parcheggio Bernardi,"12° 51' 13.70'' E, 45° 57' 25.54'' N"
015 - Via Piave,Casarsa - Via Piave,"12° 50' 13.59'' E, 45° 57' 14.89'' N"
021 - Via Versutta,Via Versutta - Via Versutta,"12° 50' 53.71'' E, 45° 56' 36.70'' N"
022 - Loc. Versutta,Versutta - Via versutta,"12° 51' 25.94'' E, 45° 56' 38.35'' N"
024 - Via Zorutti,San Giovanni di Casarsa - Via Zorutti,"12° 50' 32.88'' E, 45° 56' 24.35'' N"
027 - Via S.Vito,San Giovanni di Casarsa - Via S.Vito,"12° 50' 31.33'' E, 45° 56' 10.19'' N"
030 - Parcheggio Via C. De Giusti ,S.Giovanni - Via Caterina de Giusti,"12° 49' 58.87'' E, 45° 56' 18.42'' N"
032 - Via Sile,San Giovanni di Casarsa - Via Sile,"12° 49' 54.33'' E, 45° 56' 31.07'' N"
033 - V.le Rimembranze,San Giovanni di Casarsa - Viale Rimembranza,"12° 50' 06.42'' E, 45° 56' 42.81'' N"
034 - Parcheggio Via Versutta,San Giovanni di Casarsa - Via Versutta,"12° 50' 18.74'' E, 45° 56' 30.89'' N"
035 - Loc. Sile,Sile - Loc. Sile,"12° 48' 04.61'' E, 45° 56' 43.34'' N"
036 - Campo da tennis coperto - centro sportivo,Casarsa - P.zza Bernini - centro sportivo,"12° 50' 22.92'' E, 45° 56' 52.46'' N"
040 - P.zza Italia,Casarsa - P. zza Italia,"12° 50' 36.82'' E, 45° 57' 20.81'' N"
042 - Parcheggio V.le Venezia Via  XI Febbraio,Casarsa - Via  XI Febbraio,"12° 50' 24.81'' E, 45° 57' 17.33'' N"
043 - Via M.te Grappa Via Presis,S. Giovanni - Via M.te Grappa,"12° 50' 49.22'' E, 45° 56' 51.44'' N"
044 - Via Primo Maggio,San Giovanni - Via Primo Maggio,"12° 50' 17.53'' E, 45° 56' 49.99'' N"
